pk,user_fk,status,purchase_amount,tax_amount,total_amount,created_at,updated_at
24961,1523,complete,904.23,56.51,960.74,2021-05-02 16:35:04,2021-05-11 18:01:16 UTC
24962,12294,complete,753.34,47.08,800.42,2021-07-12 21:15:39,2021-07-18 03:18:31 UTC
24963,219,complete,1295.70,80.98,1376.68,2021-04-03 2:42:26,2021-04-12 05:42:51 UTC
24964,6785,complete,2799.97,175.00,2974.97,2021-03-19 4:33:24,2021-03-30 15:51:09 UTC
24965,12997,complete,594.98,37.19,632.17,2021-10-31 20:10:52,2021-11-13 02:19:06 UTC
24966,7313,complete,1051.20,65.70,1116.90,2021-03-26 6:19:36,2021-03-31 01:16:58 UTC
24967,5750,complete,2074.41,129.65,2204.06,2021-10-26 17:25:48,2021-11-08 08:18:07 UTC
24968,4072,complete,592.28,37.02,629.30,2021-07-19 9:25:27,2021-07-24 13:38:23 UTC
24969,9644,complete,701.26,43.83,745.09,2021-06-15 20:30:48,2021-06-20 22:31:54 UTC
24970,9784,complete,1982.79,123.92,2106.71,2021-04-18 9:31:10,2021-04-23 01:05:28 UTC
24971,1224,complete,347.95,21.75,369.70,2021-11-06 23:31:50,2021-11-12 02:31:31 UTC
24972,8942,complete,508.23,31.76,539.99,2022-01-07 5:21:45,2022-01-15 19:38:17 UTC
24973,2522,complete,1705.10,106.57,1811.67,2021-11-22 10:11:13,2021-11-24 22:24:47 UTC
24974,12024,complete,1197.42,74.84,1272.26,2021-08-04 20:03:27,2021-08-17 17:01:44 UTC
24975,4141,complete,2506.72,156.67,2663.39,2021-10-21 16:30:49,2021-10-30 14:08:49 UTC
24976,5882,complete,110.25,6.89,117.14,2021-09-16 13:39:21,2021-09-23 19:05:42 UTC
24977,5961,cancelled,1400.41,87.53,1487.94,2021-08-16 18:17:13,2021-08-30 12:50:07 UTC
24978,11805,complete,113.58,7.10,120.68,2021-11-10 21:00:04,2021-11-13 16:44:30 UTC
24979,13418,complete,282.64,17.67,300.31,2021-03-15 3:44:39,2021-03-29 06:37:02 UTC
24980,10186,complete,391.15,24.45,415.60,2021-09-11 16:48:41,2021-09-19 21:51:25 UTC
24981,3713,complete,1564.81,97.80,1662.61,2021-02-27 23:05:14,2021-03-04 03:26:04 UTC
24982,11327,complete,1578.62,98.66,1677.28,2021-05-11 2:20:32,2021-05-23 18:38:22 UTC
24983,2780,complete,1037.30,64.83,1102.13,2021-08-21 1:25:02,2021-09-01 11:32:38 UTC
24984,10973,complete,1325.04,82.82,1407.86,2021-11-01 0:35:17,2021-11-07 18:57:20 UTC
24985,12713,complete,468.41,29.28,497.69,2021-04-16 1:52:48,2021-04-18 09:04:14 UTC
24986,12332,complete,1648.98,103.06,1752.04,2021-04-25 23:27:20,2021-05-07 22:42:24 UTC
24987,9326,complete,1072.23,67.01,1139.24,2021-12-13 19:56:25,2021-12-16 07:00:20 UTC
24989,307,complete,341.51,21.34,362.85,2021-01-03 19:38:08,2021-01-13 04:06:20 UTC
24990,8376,complete,556.40,34.78,591.18,2021-02-23 8:40:24,2021-03-05 22:18:02 UTC
24991,8470,pending,256.85,16.05,272.90,2021-05-13 20:50:06,2021-05-28 05:55:49 UTC
24992,5535,complete,1348.41,84.28,1432.69,2021-10-22 21:47:36,2021-10-27 11:36:56 UTC
24993,4865,complete,1981.11,123.82,2104.93,2021-03-29 6:58:25,2021-04-01 01:24:00 UTC
24994,6120,complete,1043.50,65.22,1108.72,2021-10-08 3:28:20,2021-10-21 16:04:41 UTC
24995,11134,cancelled,827.61,51.73,879.34,2021-01-01 12:14:16,2021-01-12 18:04:43 UTC
24996,2054,complete,1273.19,79.57,1352.76,2022-02-16 19:50:29,2022-02-27 01:12:40 UTC
24997,3926,complete,792.50,49.53,842.03,2021-08-28 21:12:10,2021-09-12 12:01:25 UTC
24998,4993,complete,974.95,60.93,1035.88,2021-02-23 10:17:04,2021-03-09 05:38:55 UTC
24999,5049,complete,1316.17,82.26,1398.43,2021-02-13 12:21:31,2021-02-27 18:12:55 UTC
25000,5662,complete,625.11,39.07,664.18,2021-08-07 4:52:29,2021-08-15 16:18:00 UTC
25001,13128,complete,294.76,18.42,313.18,2021-07-17 20:21:19,2021-07-22 13:17:33 UTC
25002,2455,complete,2379.30,148.71,2528.01,2021-04-29 19:20:44,2021-05-07 05:00:55 UTC
25003,5711,complete,471.24,29.45,500.69,2022-01-06 4:06:22,2022-01-19 11:19:12 UTC
25004,2288,complete,313.60,19.60,333.20,2021-02-17 21:52:37,2021-03-02 10:34:09 UTC
25005,13405,complete,833.36,52.09,885.45,2022-01-01 6:12:20,2022-01-13 01:56:25 UTC
25006,767,cancelled,1421.13,88.82,1509.95,2022-01-06 0:43:02,2022-01-08 11:51:20 UTC
25007,11740,complete,414.21,25.89,440.10,2021-03-16 1:20:30,2021-03-18 18:03:38 UTC
25008,210,pending,1062.81,66.43,1129.24,2022-01-02 6:34:39,2022-01-15 02:21:22 UTC
25009,10964,complete,3326.45,207.90,3534.35,2021-04-28 20:22:42,2021-05-03 19:57:27 UTC
25010,11946,complete,454.58,28.41,482.99,2021-06-17 6:00:42,2021-06-27 23:39:30 UTC
25011,7854,complete,457.98,28.62,486.60,2022-03-06 17:42:37,2022-03-11 16:20:56 UTC
25012,10125,pending,2313.90,144.62,2458.52,2021-10-07 22:33:37,2021-10-12 08:01:29 UTC
25014,4159,pending,1025.51,64.09,1089.60,2021-10-17 5:36:25,2021-10-26 14:04:09 UTC
25015,5496,complete,173.16,10.82,183.98,2021-02-12 4:03:30,2021-02-17 10:44:23 UTC
25017,11229,pending,1988.92,124.31,2113.23,2021-03-02 13:42:09,2021-03-11 17:50:22 UTC
25018,12579,complete,2905.57,181.60,3087.17,2021-04-03 17:01:37,2021-04-17 03:24:01 UTC
25019,3281,complete,2073.79,129.61,2203.40,2021-03-10 22:00:33,2021-03-22 08:46:48 UTC
25020,961,complete,49.80,3.11,52.91,2021-12-14 19:51:34,2021-12-26 19:38:33 UTC
25021,6583,complete,867.76,54.24,922.00,2021-08-20 6:05:32,2021-08-22 13:31:15 UTC
25022,11493,pending,1558.91,97.43,1656.34,2021-09-23 13:44:19,2021-10-01 05:21:46 UTC
25023,9122,complete,706.72,44.17,750.89,2022-02-20 2:37:49,2022-02-25 01:49:41 UTC
25024,2025,pending,2958.70,184.92,3143.62,2021-07-11 20:29:42,2021-07-14 06:43:25 UTC
25025,1872,complete,2631.29,164.46,2795.75,2021-07-26 8:49:24,2021-07-31 20:21:36 UTC
25026,3456,complete,866.09,54.13,920.22,2021-12-24 14:28:33,2021-12-29 05:40:57 UTC
25027,3299,complete,656.96,41.06,698.02,2021-12-26 10:41:28,2022-01-02 05:24:42 UTC
25028,12565,complete,1894.72,118.42,2013.14,2022-01-07 3:54:50,2022-01-17 10:17:56 UTC
25029,1113,complete,658.04,41.13,699.17,2021-04-17 3:43:38,2021-04-29 04:05:24 UTC
25030,2752,complete,465.57,29.10,494.67,2021-01-01 3:27:27,2021-01-09 06:40:15 UTC
25031,9593,complete,524.49,32.78,557.27,2021-07-13 18:17:24,2021-07-19 11:49:29 UTC
25032,11716,complete,189.20,11.83,201.03,2021-11-30 20:34:23,2021-12-12 08:02:31 UTC
25033,13030,complete,778.94,48.68,827.62,2021-08-27 1:26:52,2021-09-02 11:46:08 UTC
25035,7003,pending,1039.93,65.00,1104.93,2021-07-07 8:06:31,2021-07-10 03:21:15 UTC
25036,12864,complete,1163.07,72.69,1235.76,2021-02-24 23:22:52,2021-03-04 11:51:53 UTC
25037,10198,complete,468.24,29.27,497.51,2021-01-08 15:33:19,2021-01-19 10:09:09 UTC
25038,10916,complete,2154.94,134.68,2289.62,2021-02-01 8:49:31,2021-02-09 10:18:14 UTC
25039,45,pending,1079.30,67.46,1146.76,2021-09-04 23:28:48,2021-09-14 00:45:54 UTC
25040,9009,pending,791.70,49.48,841.18,2021-07-03 10:21:43,2021-07-12 14:05:51 UTC
25041,1053,cancelled,317.98,19.87,337.85,2021-07-25 16:54:05,2021-07-30 03:09:48 UTC
25042,1572,complete,1022.32,63.90,1086.22,2021-06-12 11:04:11,2021-06-17 09:10:45 UTC
25043,13164,complete,2026.87,126.68,2153.55,2021-10-08 5:04:48,2021-10-22 19:40:40 UTC
25044,5410,complete,524.75,32.80,557.55,2021-10-24 23:46:33,2021-10-31 11:23:12 UTC
25046,817,complete,1257.14,78.57,1335.71,2021-04-08 8:33:13,2021-04-17 13:17:59 UTC
25048,6804,complete,1217.57,76.10,1293.67,2021-02-09 2:58:05,2021-02-19 13:06:37 UTC
25049,6790,complete,535.14,33.45,568.59,2021-04-22 6:22:17,2021-04-28 18:41:44 UTC
25050,2890,complete,566.19,35.39,601.58,2021-01-07 15:17:39,2021-01-21 10:33:14 UTC
25051,3916,complete,1264.66,79.04,1343.70,2021-01-20 2:55:26,2021-01-31 06:47:39 UTC
25053,13166,complete,2091.86,130.74,2222.60,2021-08-18 21:14:17,2021-08-27 04:07:19 UTC
25054,11454,complete,1056.44,66.03,1122.47,2021-10-21 6:34:41,2021-10-27 05:16:43 UTC
25055,1455,complete,2304.50,144.03,2448.53,2021-08-01 3:34:12,2021-08-12 18:34:23 UTC
25056,5485,complete,325.10,20.32,345.42,2022-03-04 0:26:08,2022-03-14 22:04:26 UTC
25057,6581,complete,114.35,7.15,121.50,2021-12-01 9:09:33,2021-12-10 21:44:53 UTC
25058,2417,complete,1257.57,78.60,1336.17,2022-01-12 7:03:13,2022-01-23 00:23:32 UTC
25059,4871,complete,929.96,58.12,988.08,2021-04-26 16:21:49,2021-05-08 06:02:18 UTC
25060,1968,complete,945.23,59.08,1004.31,2021-11-07 11:57:16,2021-11-21 13:32:14 UTC
25061,5005,complete,930.12,58.13,988.25,2021-06-21 20:40:59,2021-07-01 18:39:36 UTC
25062,9769,complete,3471.23,216.95,3688.18,2021-12-19 10:21:41,2021-12-28 07:19:51 UTC
25063,5014,complete,2069.03,129.31,2198.34,2021-10-24 3:10:25,2021-11-07 17:36:34 UTC
25064,10108,complete,1132.54,70.78,1203.32,2021-05-21 3:41:52,2021-05-27 04:52:48 UTC
25065,5486,cancelled,65.61,4.10,69.71,2021-07-19 5:44:28,2021-07-24 10:53:05 UTC
25066,2235,complete,428.00,26.75,454.75,2021-09-01 21:07:15,2021-09-15 17:22:22 UTC
25067,793,complete,2724.92,170.31,2895.23,2021-03-05 21:22:55,2021-03-18 21:27:14 UTC
25068,7792,complete,789.21,49.33,838.54,2021-03-03 1:10:38,2021-03-17 00:11:14 UTC
25069,8650,complete,2255.29,140.96,2396.25,2021-07-02 4:46:30,2021-07-12 15:32:36 UTC
25070,10608,complete,669.29,41.83,711.12,2021-05-22 0:59:29,2021-06-05 03:40:45 UTC
25071,9388,complete,230.45,14.40,244.85,2022-01-31 8:25:36,2022-02-07 21:45:17 UTC
25073,5754,complete,213.99,13.37,227.36,2021-06-13 6:40:46,2021-06-27 21:48:43 UTC
25074,10334,complete,1149.27,71.83,1221.10,2022-01-18 22:27:58,2022-02-02 12:13:55 UTC
25075,1951,complete,2845.76,177.86,3023.62,2021-12-07 18:22:39,2021-12-20 11:58:01 UTC
25076,9197,complete,1273.64,79.60,1353.24,2022-02-19 22:40:15,2022-03-02 04:01:33 UTC
25077,4503,complete,1140.08,71.26,1211.34,2021-01-24 5:07:29,2021-01-30 10:59:35 UTC
25078,9796,complete,1949.63,121.85,2071.48,2021-05-30 14:36:54,2021-06-07 19:52:53 UTC
25079,10582,complete,799.84,49.99,849.83,2021-07-09 18:45:12,2021-07-12 22:47:38 UTC
25080,1306,pending,754.17,47.14,801.31,2021-02-27 22:08:04,2021-03-07 13:00:57 UTC
25081,7358,complete,269.57,16.85,286.42,2021-12-22 11:33:07,2022-01-03 06:23:05 UTC
25082,10349,complete,1932.65,120.79,2053.44,2021-09-12 5:30:11,2021-09-15 08:44:41 UTC
25083,3706,complete,781.02,48.81,829.83,2021-01-22 20:01:08,2021-01-30 10:44:29 UTC
25084,12009,complete,442.53,27.66,470.19,2021-05-04 15:44:52,2021-05-12 01:28:25 UTC
25085,2809,complete,1261.37,78.84,1340.21,2022-01-23 22:10:16,2022-01-31 01:00:07 UTC
25086,5840,complete,2008.09,125.51,2133.60,2021-08-18 23:28:36,2021-08-30 09:08:36 UTC
25087,214,complete,665.85,41.62,707.47,2021-02-02 22:55:08,2021-02-05 06:35:22 UTC
25088,5201,complete,2869.30,179.33,3048.63,2022-01-26 3:32:57,2022-02-02 01:17:27 UTC
25089,801,complete,332.03,20.75,352.78,2021-06-13 8:26:03,2021-06-21 12:00:38 UTC
25090,12354,complete,2037.38,127.34,2164.72,2021-08-12 11:00:22,2021-08-19 01:02:24 UTC
25091,3056,complete,674.01,42.13,716.14,2021-03-22 4:21:54,2021-03-24 23:54:26 UTC
25092,6456,complete,289.41,18.09,307.50,2021-06-18 8:56:25,2021-06-25 06:13:29 UTC
25093,133,complete,1263.36,78.96,1342.32,2022-01-18 4:45:45,2022-01-20 13:24:31 UTC
25094,763,complete,674.51,42.16,716.67,2021-10-31 3:30:44,2021-11-05 05:22:16 UTC
25095,3487,complete,599.24,37.45,636.69,2022-02-05 5:54:04,2022-02-16 06:17:29 UTC
25096,8743,complete,148.23,9.26,157.49,2021-08-05 8:00:41,2021-08-10 00:42:35 UTC
25097,12277,complete,1278.97,79.94,1358.91,2021-03-05 9:01:49,2021-03-07 23:28:49 UTC
25098,4191,complete,1578.07,98.63,1676.70,2021-04-25 0:42:57,2021-05-07 21:16:41 UTC
25099,10767,complete,1091.77,68.24,1160.01,2021-10-21 13:37:50,2021-10-27 00:21:28 UTC
25101,11544,complete,538.46,33.65,572.11,2021-07-27 14:36:39,2021-08-07 08:30:23 UTC
25102,1483,complete,909.04,56.82,965.86,2021-04-01 0:30:28,2021-04-04 08:33:27 UTC
25103,1892,complete,38.75,2.42,41.17,2021-08-11 19:32:47,2021-08-16 02:17:31 UTC
25104,6145,complete,73.17,4.57,77.74,2022-01-18 16:37:02,2022-01-23 11:06:07 UTC
25105,7787,complete,1017.48,63.59,1081.07,2021-04-09 20:52:15,2021-04-12 15:32:43 UTC
25106,11411,complete,1585.51,99.09,1684.60,2021-05-21 0:01:57,2021-06-02 19:49:54 UTC
25107,7337,complete,1378.10,86.13,1464.23,2021-12-23 17:17:49,2021-12-28 22:06:53 UTC
25108,10087,complete,1151.28,71.96,1223.24,2022-02-20 11:11:17,2022-03-05 11:11:44 UTC
25109,13220,complete,336.48,21.03,357.51,2021-08-25 4:17:30,2021-09-08 02:46:32 UTC
25110,4303,complete,1358.36,84.90,1443.26,2022-03-14 1:50:05,2022-03-21 20:50:29 UTC
25111,9070,complete,164.58,10.29,174.87,2021-01-06 11:17:26,2021-01-18 00:15:01 UTC
25112,4352,complete,316.92,19.81,336.73,2021-03-06 15:26:23,2021-03-09 22:11:39 UTC
25113,3255,complete,340.25,21.27,361.52,2021-02-28 11:44:36,2021-03-09 05:42:11 UTC
25114,3766,complete,1437.40,89.84,1527.24,2021-09-04 9:09:08,2021-09-13 23:24:09 UTC
25116,2223,complete,2389.83,149.36,2539.19,2021-11-18 17:18:30,2021-11-30 18:05:52 UTC
25117,5262,complete,111.60,6.98,118.58,2021-08-29 0:11:17,2021-09-01 05:41:03 UTC
25118,1779,complete,957.09,59.82,1016.91,2021-03-17 14:59:27,2021-03-23 07:28:08 UTC
25119,10209,complete,2680.15,167.51,2847.66,2022-02-14 8:49:54,2022-02-27 15:42:36 UTC
25120,11707,complete,118.44,7.40,125.84,2021-01-05 3:25:50,2021-01-12 01:05:54 UTC
25121,12040,complete,173.95,10.87,184.82,2021-07-05 20:17:13,2021-07-13 11:31:59 UTC
25122,7936,pending,892.76,55.80,948.56,2021-10-30 17:11:25,2021-11-03 03:28:51 UTC
25123,10602,pending,1414.23,88.39,1502.62,2021-12-27 2:32:04,2022-01-05 03:05:46 UTC
25124,12391,complete,566.80,35.43,602.23,2021-06-07 8:21:23,2021-06-20 07:17:47 UTC
25125,8350,complete,681.02,42.56,723.58,2021-04-05 0:15:31,2021-04-09 12:23:49 UTC
25126,6465,complete,440.18,27.51,467.69,2021-09-19 7:45:22,2021-10-01 02:35:22 UTC
25128,11028,pending,492.65,30.79,523.44,2021-02-21 0:49:29,2021-02-25 11:21:36 UTC
25129,8180,complete,406.55,25.41,431.96,2021-10-06 6:35:59,2021-10-18 18:51:13 UTC
25130,11831,complete,2043.43,127.71,2171.14,2022-02-25 12:12:03,2022-03-07 06:39:36 UTC
25131,10646,complete,641.06,40.07,681.13,2021-06-25 2:37:00,2021-07-05 15:11:40 UTC
25132,6861,pending,1863.88,116.49,1980.37,2021-09-09 7:06:21,2021-09-20 01:50:54 UTC
25133,3216,complete,32.28,2.02,34.30,2021-11-07 11:03:08,2021-11-12 12:25:34 UTC
25134,10031,complete,1105.25,69.08,1174.33,2021-03-05 20:02:36,2021-03-14 06:35:29 UTC
25135,13301,pending,2067.36,129.21,2196.57,2021-01-30 4:18:42,2021-02-02 14:21:09 UTC
25136,2001,complete,248.02,15.50,263.52,2021-11-12 7:12:04,2021-11-23 17:54:36 UTC
25137,8778,complete,1172.40,73.28,1245.68,2021-06-18 4:15:05,2021-06-20 16:41:35 UTC
25138,8626,cancelled,920.20,57.51,977.71,2021-06-16 9:57:06,2021-06-24 13:41:32 UTC
25139,2099,complete,402.40,25.15,427.55,2022-01-30 18:32:59,2022-02-06 15:03:38 UTC
25140,8527,complete,2248.97,140.56,2389.53,2021-11-15 18:12:34,2021-11-25 11:38:54 UTC
25141,1508,cancelled,1014.86,63.43,1078.29,2021-07-28 7:01:36,2021-08-10 02:17:58 UTC
25142,10079,complete,862.03,53.88,915.91,2021-06-05 21:31:34,2021-06-19 15:50:06 UTC
25143,7796,complete,421.49,26.34,447.83,2022-01-05 0:50:15,2022-01-19 11:04:00 UTC
25144,413,complete,1339.11,83.69,1422.80,2022-03-04 12:56:28,2022-03-12 01:52:34 UTC
25145,12510,pending,1601.57,100.10,1701.67,2022-03-04 5:37:18,2022-03-16 21:21:00 UTC
25146,1413,complete,750.26,46.89,797.15,2022-02-26 7:37:37,2022-03-07 03:58:14 UTC
25147,59,complete,560.90,35.06,595.96,2021-08-15 1:44:19,2021-08-20 19:59:58 UTC
25148,13050,complete,2134.62,133.41,2268.03,2021-02-16 22:48:15,2021-02-21 08:23:46 UTC
25149,10557,cancelled,137.97,8.62,146.59,2021-10-31 15:26:45,2021-11-15 03:14:58 UTC
25150,9366,cancelled,86.58,5.41,91.99,2021-05-31 2:08:24,2021-06-02 11:06:22 UTC
25151,10814,complete,432.35,27.02,459.37,2021-09-23 22:54:34,2021-10-04 01:48:53 UTC
25152,1324,complete,681.30,42.58,723.88,2021-09-09 15:14:19,2021-09-20 02:10:05 UTC
25153,8912,complete,696.37,43.52,739.89,2021-04-18 6:31:04,2021-04-26 01:15:42 UTC
25154,10281,complete,959.32,59.96,1019.28,2022-01-05 17:59:39,2022-01-12 01:23:18 UTC
25155,1554,complete,686.35,42.90,729.25,2021-08-05 20:06:26,2021-08-08 02:56:16 UTC
25156,9723,complete,1982.49,123.91,2106.40,2021-01-27 11:16:20,2021-02-04 15:54:01 UTC
25157,9839,complete,678.58,42.41,720.99,2021-05-21 20:27:24,2021-05-31 16:56:48 UTC
25158,8101,complete,1789.33,111.83,1901.16,2021-09-18 18:28:13,2021-10-01 20:47:51 UTC
25159,2778,complete,734.91,45.93,780.84,2021-01-31 14:29:38,2021-02-09 20:18:19 UTC
25160,1361,complete,1188.97,74.31,1263.28,2021-09-01 8:58:05,2021-09-09 21:21:58 UTC
25161,460,complete,1406.03,87.88,1493.91,2021-02-09 9:42:51,2021-02-15 01:22:25 UTC
25162,13208,complete,49.06,3.07,52.13,2021-06-24 18:10:07,2021-07-01 12:37:32 UTC
25164,833,complete,1347.24,84.20,1431.44,2022-01-23 2:55:59,2022-02-04 02:30:21 UTC
25165,4837,complete,1030.51,64.41,1094.92,2021-08-17 2:25:52,2021-08-19 23:23:16 UTC
25166,4880,complete,836.45,52.28,888.73,2021-05-18 5:02:51,2021-05-20 13:10:26 UTC
25167,5776,cancelled,2334.92,145.93,2480.85,2021-05-25 2:54:23,2021-05-29 03:24:09 UTC
25168,4443,complete,620.16,38.76,658.92,2021-07-19 0:54:50,2021-07-24 06:55:30 UTC
25169,13456,complete,896.18,56.01,952.19,2021-03-24 6:50:32,2021-03-29 05:56:11 UTC
25170,7652,complete,154.62,9.66,164.28,2022-01-16 8:15:16,2022-01-22 17:21:14 UTC
25171,7568,complete,2705.96,169.12,2875.08,2022-03-03 22:50:40,2022-03-15 19:51:15 UTC
25172,2377,complete,1219.48,76.22,1295.70,2021-05-15 6:49:08,2021-05-22 18:56:17 UTC
25173,4280,complete,970.18,60.64,1030.82,2021-03-30 6:09:52,2021-04-01 23:11:05 UTC
25174,157,complete,910.19,56.89,967.08,2021-06-14 1:17:30,2021-06-19 00:53:21 UTC
25175,8998,complete,385.98,24.12,410.10,2021-03-26 10:09:31,2021-04-03 13:08:40 UTC
25176,924,complete,2709.49,169.34,2878.83,2022-02-05 4:44:51,2022-02-11 22:57:43 UTC
25177,6713,complete,41.12,2.57,43.69,2021-04-02 10:24:10,2021-04-08 07:14:49 UTC
25178,1104,complete,1509.80,94.36,1604.16,2022-02-13 10:21:55,2022-02-23 06:16:59 UTC
25179,12746,complete,1443.92,90.25,1534.17,2021-04-30 13:56:35,2021-05-08 04:39:13 UTC
25180,11809,complete,980.63,61.29,1041.92,2022-01-10 3:20:04,2022-01-21 16:22:23 UTC
25181,599,complete,1350.21,84.39,1434.60,2021-03-06 1:29:00,2021-03-12 09:20:50 UTC
25182,10615,complete,345.60,21.60,367.20,2021-08-10 12:25:09,2021-08-21 13:51:26 UTC
25183,6242,complete,182.06,11.38,193.44,2021-09-09 3:59:04,2021-09-17 21:57:08 UTC
25184,2248,complete,438.39,27.40,465.79,2021-09-08 0:19:57,2021-09-20 13:38:05 UTC
25185,7783,complete,1746.37,109.15,1855.52,2022-01-17 18:18:04,2022-01-22 11:41:25 UTC
25186,2803,complete,1953.78,122.11,2075.89,2021-05-27 2:45:25,2021-05-30 08:33:19 UTC
25187,8548,complete,1043.51,65.22,1108.73,2021-11-04 9:46:45,2021-11-12 15:58:46 UTC
25188,3748,complete,274.66,17.17,291.83,2021-03-11 20:14:52,2021-03-24 00:05:51 UTC
25189,4576,complete,1173.62,73.35,1246.97,2022-01-02 15:55:54,2022-01-15 18:48:52 UTC
25190,4601,complete,931.71,58.23,989.94,2021-04-04 0:40:22,2021-04-09 22:51:50 UTC
25191,6312,complete,111.46,6.97,118.43,2022-03-07 5:28:24,2022-03-18 02:04:17 UTC
25192,5413,complete,138.30,8.64,146.94,2021-10-12 20:58:38,2021-10-27 00:04:20 UTC
25193,10414,complete,524.08,32.76,556.84,2021-03-03 9:31:49,2021-03-10 18:49:52 UTC
25194,2173,complete,581.42,36.34,617.76,2021-09-27 2:38:43,2021-10-03 23:23:52 UTC
25195,10029,complete,354.10,22.13,376.23,2021-04-11 3:25:27,2021-04-13 17:46:29 UTC
25196,3374,complete,158.48,9.91,168.39,2021-01-09 16:47:41,2021-01-21 07:32:17 UTC
25197,6806,pending,2392.70,149.54,2542.24,2021-03-07 14:21:45,2021-03-12 23:42:15 UTC
25198,11081,complete,411.38,25.71,437.09,2021-05-14 8:46:36,2021-05-20 23:35:21 UTC
25199,11718,complete,221.69,13.86,235.55,2022-01-30 10:10:13,2022-02-09 11:04:15 UTC
25200,8930,complete,705.25,44.08,749.33,2021-10-03 11:37:53,2021-10-10 21:26:25 UTC
25201,5317,complete,89.12,5.57,94.69,2021-05-06 14:17:51,2021-05-16 15:41:36 UTC
25202,5510,complete,989.72,61.86,1051.58,2021-12-24 0:38:35,2021-12-31 08:52:06 UTC
25203,10278,complete,2287.96,143.00,2430.96,2021-04-01 9:15:49,2021-04-13 09:11:06 UTC
25204,6222,complete,1735.96,108.50,1844.46,2021-11-07 7:27:48,2021-11-11 19:54:07 UTC
25205,7454,complete,945.13,59.07,1004.20,2021-03-22 13:05:04,2021-03-28 01:21:29 UTC
25206,11305,complete,221.43,13.84,235.27,2021-05-22 7:08:41,2021-06-05 03:19:23 UTC
25207,7861,complete,724.44,45.28,769.72,2021-07-30 16:25:52,2021-08-09 08:22:25 UTC
25208,12605,complete,395.76,24.74,420.50,2022-02-14 2:10:29,2022-02-27 22:12:19 UTC
25209,11095,complete,136.08,8.51,144.59,2021-11-01 18:40:17,2021-11-06 13:12:18 UTC
25210,13197,pending,271.73,16.98,288.71,2021-01-23 3:43:42,2021-02-02 08:06:03 UTC
25211,9875,complete,97.84,6.12,103.96,2021-11-18 21:28:12,2021-11-21 16:04:36 UTC
25212,339,complete,1110.40,69.40,1179.80,2021-08-01 23:26:06,2021-08-07 03:13:21 UTC
25213,6847,complete,1254.99,78.44,1333.43,2021-07-05 17:41:17,2021-07-13 09:17:06 UTC
25214,13054,complete,271.44,16.97,288.41,2022-01-02 15:23:48,2022-01-06 16:50:19 UTC
25215,2030,cancelled,978.23,61.14,1039.37,2022-01-08 3:49:34,2022-01-13 01:46:00 UTC
25216,13461,complete,2211.98,138.25,2350.23,2021-09-15 22:02:52,2021-09-18 23:08:24 UTC
25217,9601,complete,1522.62,95.16,1617.78,2021-07-18 6:29:15,2021-07-27 14:54:43 UTC
25218,4236,complete,1977.78,123.61,2101.39,2021-01-23 19:51:39,2021-01-28 00:19:00 UTC
25219,11782,complete,1919.24,119.95,2039.19,2022-02-18 9:16:12,2022-03-02 23:58:35 UTC
25220,3715,complete,272.77,17.05,289.82,2021-12-02 22:43:12,2021-12-06 21:41:29 UTC
25221,13158,complete,682.85,42.68,725.53,2021-02-23 17:28:06,2021-03-05 10:47:00 UTC
25222,8078,pending,1740.55,108.78,1849.33,2021-04-09 13:06:35,2021-04-13 21:42:21 UTC
25223,13383,cancelled,682.94,42.68,725.62,2021-02-18 9:00:13,2021-02-24 05:38:30 UTC
25224,7770,pending,1217.05,76.07,1293.12,2021-01-17 2:59:03,2021-01-28 11:08:55 UTC
25225,1000,complete,233.15,14.57,247.72,2021-11-09 13:08:24,2021-11-21 13:16:22 UTC
25226,8359,complete,691.21,43.20,734.41,2021-11-10 11:05:16,2021-11-12 16:58:31 UTC
25227,11252,complete,918.08,57.38,975.46,2021-10-05 17:03:54,2021-10-11 01:37:53 UTC
25228,12232,complete,73.96,4.62,78.58,2021-02-12 1:32:19,2021-02-23 04:47:39 UTC
25229,2360,complete,645.96,40.37,686.33,2021-09-19 12:18:37,2021-09-26 20:48:15 UTC
25230,10781,complete,1088.37,68.02,1156.39,2021-08-10 18:20:24,2021-08-14 13:51:20 UTC
25231,3813,complete,1013.08,63.32,1076.40,2021-09-30 7:23:30,2021-10-10 06:10:36 UTC
25233,472,complete,2258.96,141.19,2400.15,2021-11-09 10:01:36,2021-11-13 13:22:52 UTC
25234,9539,complete,289.52,18.10,307.62,2021-11-13 16:22:35,2021-11-20 15:05:52 UTC
25236,9733,complete,451.00,28.19,479.19,2021-01-14 21:12:53,2021-01-29 07:00:04 UTC
25237,9789,complete,20.00,1.25,21.25,2021-08-09 22:20:35,2021-08-16 17:30:04 UTC
25238,4230,complete,544.95,34.06,579.01,2021-04-06 5:44:33,2021-04-08 13:29:00 UTC
25239,2978,pending,1113.11,69.57,1182.68,2022-01-27 22:56:16,2022-01-30 14:20:55 UTC
25240,7106,complete,1718.04,107.38,1825.42,2021-12-30 22:14:51,2022-01-12 11:35:52 UTC
25241,11672,complete,850.50,53.16,903.66,2021-01-12 4:42:58,2021-01-17 09:08:47 UTC
25242,7161,complete,440.81,27.55,468.36,2021-02-13 1:38:11,2021-02-18 07:07:12 UTC
