pk,profile_id,status,created_at,updated_at
30268,75-463-6845,in quarantine,2021-04-17T10:13:36Z,2021-05-14 10:13:36 UTC
30269,63-296-3316,ready for adoption,2021-03-27T19:37:42Z,2021-04-04 19:37:42 UTC
30270,27-861-5942,adopted,2021-03-21T13:59:41Z,2021-05-01 13:59:41 UTC
30271,57-371-1200,in quarantine,2021-10-02T18:54:18Z,2021-11-27 18:54:18 UTC
30272,92-405-1289,adopted,2021-08-06T01:27:55Z,2021-11-09 01:27:55 UTC
30273,79-687-4645,ready for adoption,2022-02-20T23:07:12Z,2022-04-18 23:07:12 UTC
30274,01-391-0684,ready for adoption,2021-08-21T23:31:48Z,2021-09-29 23:31:48 UTC
30275,95-293-3036,adopted,2021-07-29T06:04:27Z,2021-08-31 06:04:27 UTC
30276,53-314-4870,ready for adoption,2021-11-29T04:44:40Z,2022-02-17 04:44:40 UTC
30277,69-214-9761,adopted,2021-12-07T00:27:41Z,2022-02-25 00:27:41 UTC
30278,08-687-8822,adopted,2021-01-19T23:41:53Z,2021-03-10 23:41:53 UTC
30279,01-720-0757,ready for adoption,2021-03-19T15:42:26Z,2021-03-28 15:42:26 UTC
30280,59-044-3265,ready for adoption,2021-02-16T10:18:57Z,2021-05-22 10:18:57 UTC
30281,40-599-8998,in quarantine,2021-08-28T05:51:22Z,2021-11-05 05:51:22 UTC
30282,92-336-2458,in foster home,2021-03-30T05:21:20Z,2021-06-09 05:21:20 UTC
30283,13-360-6644,adopted,2021-01-13T22:10:49Z,2021-03-15 22:10:49 UTC
30284,84-523-1931,in foster home,2021-09-16T00:21:02Z,2021-11-12 00:21:02 UTC
30285,06-358-0721,ready for adoption,2021-01-03T11:28:58Z,2021-01-26 11:28:58 UTC
30286,08-496-5019,adopted,2022-02-18T18:40:12Z,2022-03-01 18:40:12 UTC
30287,93-814-3698,in quarantine,2021-12-17T15:10:16Z,2022-01-09 15:10:16 UTC
30288,12-359-7651,in quarantine,2021-05-14T06:42:33Z,2021-07-28 06:42:33 UTC
30289,21-115-0434,ready for adoption,2021-07-07T22:06:40Z,2021-10-10 22:06:40 UTC
30290,33-727-6954,in foster home,2021-08-16T08:26:34Z,2021-08-20 08:26:34 UTC
30291,97-083-5621,adopted,2021-08-06T19:22:57Z,2021-11-11 19:22:57 UTC
30292,84-577-2630,ready for adoption,2021-02-18T10:22:55Z,2021-03-24 10:22:55 UTC
30293,50-814-7087,ready for adoption,2021-01-03T04:29:53Z,2021-03-25 04:29:53 UTC
30294,58-047-6381,in foster home,2021-08-26T00:54:17Z,2021-10-25 00:54:17 UTC
30295,35-881-5368,in foster home,2021-12-02T02:44:40Z,2021-12-09 02:44:40 UTC
30296,74-837-9849,adopted,2021-12-28T23:00:31Z,2022-03-28 23:00:31 UTC
30297,57-261-6759,in quarantine,2021-10-04T03:05:37Z,2021-12-27 03:05:37 UTC
30298,49-429-7942,in foster home,2021-07-21T16:26:57Z,2021-09-17 16:26:57 UTC
30299,31-184-5278,ready for adoption,2021-04-08T18:26:57Z,2021-06-04 18:26:57 UTC
30300,58-548-2247,in quarantine,2021-11-05T18:59:18Z,2021-12-27 18:59:18 UTC
30301,67-618-3909,ready for adoption,2021-02-17T22:33:14Z,2021-05-22 22:33:14 UTC
30302,97-124-0577,ready for adoption,2021-11-29T02:26:28Z,2022-02-15 02:26:28 UTC
30303,90-950-1771,adopted,2021-04-30T14:56:17Z,2021-06-27 14:56:17 UTC
30304,90-564-4592,adopted,2021-11-02T22:17:43Z,2022-02-09 22:17:43 UTC
30305,07-507-1484,in quarantine,2021-01-17T04:00:04Z,2021-02-14 04:00:04 UTC
30306,20-279-8133,in foster home,2021-02-25T11:20:15Z,2021-04-20 11:20:15 UTC
30307,28-962-2115,adopted,2021-06-15T14:20:08Z,2021-07-30 14:20:08 UTC
30308,12-629-7114,adopted,2021-03-21T08:27:20Z,2021-06-09 08:27:20 UTC
30309,98-717-0831,ready for adoption,2021-03-24T12:49:17Z,2021-06-26 12:49:17 UTC
30310,94-143-6956,in foster home,2022-01-28T09:48:27Z,2022-03-11 09:48:27 UTC
30311,45-005-8161,in quarantine,2021-01-19T13:16:43Z,2021-02-05 13:16:43 UTC
30312,10-526-2097,in quarantine,2021-05-05T06:25:39Z,2021-08-09 06:25:39 UTC
30313,69-323-2193,in foster home,2021-01-24T14:24:51Z,2021-03-07 14:24:51 UTC
30314,66-559-1500,ready for adoption,2022-01-07T20:09:54Z,2022-02-25 20:09:54 UTC
30315,30-860-6363,in foster home,2021-06-23T17:11:53Z,2021-08-13 17:11:53 UTC
30316,10-628-5329,ready for adoption,2021-01-19T06:33:00Z,2021-04-16 06:33:00 UTC
30317,18-773-0758,adopted,2021-05-01T09:48:13Z,2021-06-06 09:48:13 UTC
30318,73-310-9641,in foster home,2021-10-15T12:50:48Z,2021-12-09 12:50:48 UTC
30319,15-771-8308,adopted,2021-01-05T02:29:36Z,2021-01-11 02:29:36 UTC
30320,69-093-9278,in foster home,2021-08-02T01:48:42Z,2021-08-21 01:48:42 UTC
30321,81-880-0955,ready for adoption,2021-05-14T21:51:09Z,2021-07-17 21:51:09 UTC
30322,57-808-4261,ready for adoption,2021-10-19T15:28:53Z,2022-01-25 15:28:53 UTC
30323,07-876-6050,adopted,2022-01-23T14:10:11Z,2022-02-05 14:10:11 UTC
30324,28-680-4357,in quarantine,2021-11-04T07:31:06Z,2021-11-13 07:31:06 UTC
30325,00-628-3632,ready for adoption,2021-11-03T14:25:28Z,2021-11-20 14:25:28 UTC
30326,32-601-8505,in foster home,2021-09-22T21:02:53Z,2021-10-30 21:02:53 UTC
30327,49-194-8480,adopted,2021-06-13T19:46:33Z,2021-08-12 19:46:33 UTC
30328,46-214-4145,in foster home,2022-01-27T07:17:15Z,2022-02-10 07:17:15 UTC
30329,29-387-3718,adopted,2021-10-29T06:27:59Z,2021-11-30 06:27:59 UTC
30330,69-246-4267,in foster home,2022-01-10T19:42:09Z,2022-03-19 19:42:09 UTC
30331,69-007-7016,in quarantine,2022-02-18T00:18:50Z,2022-05-18 00:18:50 UTC
30332,01-724-3347,ready for adoption,2021-12-19T06:55:36Z,2022-02-13 06:55:36 UTC
30333,84-907-6473,adopted,2021-02-19T05:14:16Z,2021-04-30 05:14:16 UTC
30334,12-726-2406,ready for adoption,2021-08-14T03:38:49Z,2021-10-31 03:38:49 UTC
30335,48-432-8019,in foster home,2021-05-21T10:06:57Z,2021-06-16 10:06:57 UTC
30336,36-142-4767,in foster home,2022-01-02T00:33:17Z,2022-04-11 00:33:17 UTC
30337,85-941-3037,ready for adoption,2021-10-16T19:07:27Z,2021-11-18 19:07:27 UTC
30338,31-933-3725,adopted,2021-06-29T03:51:12Z,2021-08-29 03:51:12 UTC
30339,51-138-0288,adopted,2021-11-21T02:13:36Z,2022-02-20 02:13:36 UTC
30340,92-208-6007,ready for adoption,2021-04-28T16:25:51Z,2021-05-17 16:25:51 UTC
30341,98-637-5316,in foster home,2021-06-24T01:25:10Z,2021-06-30 01:25:10 UTC
30342,15-323-3273,ready for adoption,2021-06-04T23:17:04Z,2021-07-05 23:17:04 UTC
30343,68-355-0405,ready for adoption,2021-08-24T10:27:50Z,2021-09-10 10:27:50 UTC
30344,88-902-1446,adopted,2021-05-18T22:55:15Z,2021-07-15 22:55:15 UTC
30345,22-426-8180,adopted,2022-02-11T15:55:07Z,2022-04-19 15:55:07 UTC
30346,24-642-8962,ready for adoption,2021-05-22T22:56:16Z,2021-08-19 22:56:16 UTC
30347,56-235-5516,adopted,2021-09-27T19:58:17Z,2021-11-06 19:58:17 UTC
30348,21-756-8218,ready for adoption,2021-06-03T21:37:29Z,2021-08-31 21:37:29 UTC
30349,64-690-0670,adopted,2022-01-31T11:08:59Z,2022-04-17 11:08:59 UTC
30350,71-577-0287,adopted,2021-07-28T02:41:08Z,2021-09-30 02:41:08 UTC
30351,95-511-8063,in foster home,2021-11-15T07:58:02Z,2021-11-30 07:58:02 UTC
30352,59-237-2289,adopted,2021-03-16T20:42:51Z,2021-04-22 20:42:51 UTC
30353,92-058-8163,in foster home,2021-09-07T07:53:42Z,2021-10-04 07:53:42 UTC
30354,50-009-7936,adopted,2021-09-09T17:42:29Z,2021-11-01 17:42:29 UTC
30355,25-527-1512,in foster home,2021-02-10T02:44:39Z,2021-03-16 02:44:39 UTC
30356,01-292-2239,ready for adoption,2021-11-25T19:58:38Z,2022-03-01 19:58:38 UTC
30357,13-341-6121,in foster home,2021-11-15T03:58:44Z,2022-02-03 03:58:44 UTC
30358,07-688-9805,adopted,2021-02-27T01:46:02Z,2021-04-21 01:46:02 UTC
30359,51-937-7395,in foster home,2021-02-18T07:58:41Z,2021-02-27 07:58:41 UTC
30360,68-181-1616,ready for adoption,2021-10-11T10:44:04Z,2021-11-15 10:44:04 UTC
30361,43-200-3283,in foster home,2021-03-31T10:27:45Z,2021-05-16 10:27:45 UTC
30362,80-522-3044,ready for adoption,2022-01-26T06:33:35Z,2022-03-08 06:33:35 UTC
30363,98-137-4277,adopted,2021-02-20T05:40:41Z,2021-03-10 05:40:41 UTC
30364,27-448-9586,in foster home,2021-08-24T01:45:41Z,2021-08-29 01:45:41 UTC
30365,11-279-4872,adopted,2021-01-21T17:23:52Z,2021-03-01 17:23:52 UTC
30366,11-392-2152,ready for adoption,2021-10-17T05:50:38Z,2021-11-03 05:50:38 UTC
30367,92-185-6070,in foster home,2021-11-29T02:26:26Z,2022-01-04 02:26:26 UTC
30368,95-939-4574,ready for adoption,2021-06-23T17:53:15Z,2021-08-02 17:53:15 UTC
30369,98-427-4792,adopted,2021-02-24T23:25:39Z,2021-05-21 23:25:39 UTC
30370,75-467-9116,adopted,2021-05-06T09:55:53Z,2021-07-06 09:55:53 UTC
30371,54-241-4728,ready for adoption,2021-09-09T03:35:20Z,2021-09-14 03:35:20 UTC
30372,29-179-6243,ready for adoption,2021-10-12T01:21:43Z,2021-11-24 01:21:43 UTC
30373,90-334-2457,ready for adoption,2021-11-20T04:08:24Z,2021-12-21 04:08:24 UTC
30374,98-629-8293,adopted,2021-03-10T04:45:57Z,2021-06-08 04:45:57 UTC
30375,13-571-6432,adopted,2021-02-12T02:19:36Z,2021-03-16 02:19:36 UTC
30376,60-712-4399,ready for adoption,2021-05-24T01:22:36Z,2021-05-26 01:22:36 UTC
30377,82-017-2698,adopted,2021-04-30T08:40:51Z,2021-05-14 08:40:51 UTC
30378,45-932-8861,ready for adoption,2021-06-29T05:22:03Z,2021-08-14 05:22:03 UTC
30379,93-789-1990,ready for adoption,2021-03-19T17:28:25Z,2021-05-21 17:28:25 UTC
30380,87-189-3633,in foster home,2022-01-17T06:52:52Z,2022-03-23 06:52:52 UTC
30381,15-685-3528,adopted,2021-09-02T20:55:06Z,2021-11-16 20:55:06 UTC
30382,59-162-2480,ready for adoption,2021-11-04T02:06:00Z,2021-12-11 02:06:00 UTC
30383,65-221-2564,ready for adoption,2021-02-17T07:53:13Z,2021-05-08 07:53:13 UTC
30384,52-319-0569,adopted,2021-02-25T07:47:37Z,2021-03-15 07:47:37 UTC
30385,60-495-5178,ready for adoption,2021-10-15T02:51:56Z,2022-01-18 02:51:56 UTC
30386,09-091-6765,adopted,2021-08-19T07:43:02Z,2021-10-17 07:43:02 UTC
30387,35-798-6972,adopted,2022-01-21T10:33:17Z,2022-03-03 10:33:17 UTC
30388,92-310-5537,in foster home,2021-12-12T22:54:52Z,2022-02-14 22:54:52 UTC
30389,24-366-8410,in foster home,2021-07-29T15:38:51Z,2021-11-03 15:38:51 UTC
30390,15-734-0135,adopted,2021-05-19T21:20:28Z,2021-08-01 21:20:28 UTC
30391,76-081-3142,in foster home,2021-02-16T09:04:30Z,2021-05-07 09:04:30 UTC
30392,74-610-3949,adopted,2021-12-27T15:45:27Z,2022-03-04 15:45:27 UTC
30393,14-849-0644,adopted,2021-04-20T07:10:26Z,2021-06-19 07:10:26 UTC
30394,54-976-3218,in foster home,2021-01-20T04:14:48Z,2021-02-10 04:14:48 UTC
30395,71-490-2138,ready for adoption,2021-09-13T05:08:34Z,2021-11-14 05:08:34 UTC
30396,42-204-3917,in foster home,2021-08-05T00:30:54Z,2021-08-17 00:30:54 UTC
30397,04-317-9101,adopted,2022-02-23T22:38:05Z,2022-04-02 22:38:05 UTC
30398,30-947-4232,ready for adoption,2022-02-23T11:41:11Z,2022-04-20 11:41:11 UTC
30399,81-892-1652,ready for adoption,2022-01-17T05:22:43Z,2022-03-20 05:22:43 UTC
30400,42-958-0152,in foster home,2021-08-14T15:11:03Z,2021-09-28 15:11:03 UTC
30401,59-557-3144,adopted,2022-02-23T13:04:04Z,2022-04-08 13:04:04 UTC
30402,76-326-1290,ready for adoption,2021-10-14T01:18:21Z,2021-11-08 01:18:21 UTC
30403,57-346-6501,in foster home,2021-08-01T20:38:29Z,2021-10-14 20:38:29 UTC
30404,09-472-4310,adopted,2022-02-12T21:29:47Z,2022-03-31 21:29:47 UTC
30405,87-174-9682,ready for adoption,2021-10-21T12:18:25Z,2022-01-05 12:18:25 UTC
30406,17-850-9835,in foster home,2022-02-23T15:11:11Z,2022-03-08 15:11:11 UTC
30407,61-111-1347,ready for adoption,2022-01-02T01:35:12Z,2022-03-29 01:35:12 UTC
30408,63-940-2636,ready for adoption,2021-11-12T05:06:34Z,2022-01-06 05:06:34 UTC
30409,00-767-6639,adopted,2021-12-08T21:29:19Z,2021-12-15 21:29:19 UTC
30410,21-262-5494,ready for adoption,2021-11-10T16:39:22Z,2021-12-02 16:39:22 UTC
30411,51-922-5465,in foster home,2021-12-26T21:54:06Z,2022-02-05 21:54:06 UTC
30412,38-500-7389,ready for adoption,2022-01-25T09:30:58Z,2022-03-23 09:30:58 UTC
30413,91-623-2391,ready for adoption,2021-01-09T17:45:38Z,2021-04-16 17:45:38 UTC
30414,11-002-0839,adopted,2021-05-25T06:43:59Z,2021-08-19 06:43:59 UTC
30415,23-335-5172,in foster home,2021-07-25T08:32:42Z,2021-10-31 08:32:42 UTC
30416,81-908-5184,in foster home,2021-02-19T09:11:40Z,2021-04-28 09:11:40 UTC
30417,46-417-9241,in foster home,2021-03-06T11:54:48Z,2021-06-05 11:54:48 UTC
30418,65-784-9573,in quarantine,2022-01-25T16:38:52Z,2022-02-09 16:38:52 UTC
30419,91-734-4436,adopted,2021-12-27T12:21:46Z,2022-01-18 12:21:46 UTC
30420,35-485-7248,adopted,2021-07-13T14:02:24Z,2021-08-15 14:02:24 UTC
30421,77-922-9387,adopted,2021-04-01T02:44:35Z,2021-05-19 02:44:35 UTC
30422,44-636-3370,ready for adoption,2021-03-29T07:28:28Z,2021-04-13 07:28:28 UTC
30423,91-182-8340,adopted,2021-11-10T05:35:16Z,2022-01-28 05:35:16 UTC
30424,70-444-8964,adopted,2021-08-21T14:05:38Z,2021-10-23 14:05:38 UTC
30425,61-188-6537,adopted,2022-01-11T17:02:01Z,2022-02-19 17:02:01 UTC
30426,21-960-3416,adopted,2021-10-11T02:06:24Z,2021-12-22 02:06:24 UTC
30427,45-975-6078,adopted,2021-01-08T08:31:42Z,2021-01-20 08:31:42 UTC
30428,58-616-7024,in foster home,2021-10-29T22:14:36Z,2022-02-02 22:14:36 UTC
30429,83-683-5145,in foster home,2021-08-28T22:13:00Z,2021-11-01 22:13:00 UTC
30430,43-416-6188,ready for adoption,2021-03-13T17:17:41Z,2021-04-18 17:17:41 UTC
30431,87-154-4920,adopted,2021-06-26T05:20:46Z,2021-09-03 05:20:46 UTC
30432,64-255-5708,ready for adoption,2021-11-12T00:38:08Z,2022-02-13 00:38:08 UTC
30433,82-811-1455,adopted,2021-02-18T21:27:52Z,2021-03-09 21:27:52 UTC
30434,44-324-7598,ready for adoption,2022-02-21T08:16:40Z,2022-03-09 08:16:40 UTC
30435,21-443-2050,in foster home,2021-08-30T04:03:34Z,2021-10-16 04:03:34 UTC
30436,22-681-0769,adopted,2021-05-28T19:19:04Z,2021-07-13 19:19:04 UTC
30437,71-000-8561,adopted,2021-03-26T16:41:26Z,2021-05-03 16:41:26 UTC
30438,42-596-2443,in foster home,2021-11-30T02:25:50Z,2022-01-30 02:25:50 UTC
30439,93-019-7116,in foster home,2021-12-28T07:03:27Z,2022-03-24 07:03:27 UTC
30440,68-118-6849,in foster home,2021-01-19T05:40:30Z,2021-03-06 05:40:30 UTC
30441,55-247-3519,ready for adoption,2021-08-22T04:17:31Z,2021-09-29 04:17:31 UTC
30442,01-199-8191,ready for adoption,2021-05-12T13:13:50Z,2021-06-30 13:13:50 UTC
30443,29-497-3710,ready for adoption,2021-06-15T22:58:43Z,2021-09-16 22:58:43 UTC
30444,61-377-4915,ready for adoption,2021-04-24T08:21:47Z,2021-05-06 08:21:47 UTC
30445,91-774-4093,in foster home,2021-05-17T17:48:47Z,2021-08-17 17:48:47 UTC
30446,31-180-5237,adopted,2021-10-01T01:15:02Z,2021-12-19 01:15:02 UTC
30447,57-563-4355,adopted,2021-01-22T20:50:47Z,2021-02-11 20:50:47 UTC
30448,58-512-0245,ready for adoption,2022-02-24T07:06:15Z,2022-04-24 07:06:15 UTC
30449,92-202-5211,in quarantine,2021-05-31T22:51:35Z,2021-06-20 22:51:35 UTC
30450,84-135-9290,in foster home,2021-08-03T02:29:14Z,2021-09-04 02:29:14 UTC
30451,29-751-8714,adopted,2022-01-07T23:57:19Z,2022-01-09 23:57:19 UTC
30452,80-436-1875,in quarantine,2021-12-02T19:31:17Z,2022-02-27 19:31:17 UTC
30453,94-442-6729,in foster home,2021-11-09T00:31:57Z,2021-12-03 00:31:57 UTC
30454,23-912-7246,in foster home,2021-06-09T17:10:34Z,2021-06-30 17:10:34 UTC
30455,03-813-8815,adopted,2021-07-11T17:38:49Z,2021-09-27 17:38:49 UTC
30456,76-937-3053,ready for adoption,2021-05-07T00:07:52Z,2021-07-03 00:07:52 UTC
30457,16-022-9531,ready for adoption,2021-10-25T08:29:01Z,2021-12-29 08:29:01 UTC
30458,83-366-1576,ready for adoption,2021-08-10T22:18:24Z,2021-10-21 22:18:24 UTC
30459,58-430-1175,in quarantine,2021-06-18T11:16:00Z,2021-09-06 11:16:00 UTC
30460,34-137-9214,ready for adoption,2021-07-03T01:14:58Z,2021-09-27 01:14:58 UTC
30461,49-298-2485,in foster home,2021-10-03T14:30:57Z,2021-11-06 14:30:57 UTC
30462,12-661-0204,in foster home,2022-02-19T23:48:46Z,2022-04-22 23:48:46 UTC
30463,29-048-4711,adopted,2021-10-29T08:59:03Z,2021-12-08 08:59:03 UTC
30464,55-051-4404,adopted,2021-06-03T23:19:04Z,2021-06-24 23:19:04 UTC
30465,09-709-2666,adopted,2021-12-28T18:42:52Z,2022-02-20 18:42:52 UTC
30466,77-369-2190,adopted,2021-05-07T21:22:22Z,2021-06-29 21:22:22 UTC
30467,11-358-6565,ready for adoption,2021-08-07T17:54:56Z,2021-09-01 17:54:56 UTC
30468,49-381-4056,in foster home,2021-01-21T03:56:08Z,2021-02-21 03:56:08 UTC
30469,68-450-2994,in foster home,2021-01-25T04:31:00Z,2021-03-01 04:31:00 UTC
30470,36-063-3968,ready for adoption,2021-02-26T13:31:35Z,2021-04-23 13:31:35 UTC
30471,28-902-7294,in foster home,2021-07-03T05:52:34Z,2021-08-28 05:52:34 UTC
30472,03-182-5561,ready for adoption,2021-05-06T05:59:30Z,2021-06-17 05:59:30 UTC
30473,53-040-2716,ready for adoption,2021-10-22T20:32:16Z,2022-01-28 20:32:16 UTC
30474,10-885-2006,in foster home,2021-09-30T23:19:05Z,2021-11-16 23:19:05 UTC
30475,63-380-5599,ready for adoption,2021-05-15T23:01:58Z,2021-06-08 23:01:58 UTC
30476,16-867-3205,in foster home,2021-08-25T04:47:32Z,2021-09-23 04:47:32 UTC
30477,90-481-7295,adopted,2021-04-11T12:16:02Z,2021-05-20 12:16:02 UTC
30478,35-337-4210,ready for adoption,2021-12-22T16:15:25Z,2022-03-04 16:15:25 UTC
30479,88-734-1274,in foster home,2021-02-18T19:43:43Z,2021-05-05 19:43:43 UTC
30480,78-937-0619,ready for adoption,2021-02-08T22:42:44Z,2021-03-13 22:42:44 UTC
30481,89-523-5535,adopted,2021-03-04T15:19:49Z,2021-04-16 15:19:49 UTC
30482,08-196-6162,ready for adoption,2021-05-24T15:55:23Z,2021-05-29 15:55:23 UTC
30483,36-074-6843,in quarantine,2021-12-17T22:45:52Z,2022-01-23 22:45:52 UTC
30484,77-174-0099,adopted,2021-01-06T20:21:49Z,2021-04-14 20:21:49 UTC
30485,03-418-2391,ready for adoption,2021-04-01T20:37:43Z,2021-06-15 20:37:43 UTC
30486,14-187-8767,ready for adoption,2021-03-20T08:28:18Z,2021-06-23 08:28:18 UTC
30487,05-680-7973,in foster home,2021-09-05T11:46:40Z,2021-10-29 11:46:40 UTC
30488,94-763-7647,ready for adoption,2021-04-11T23:03:36Z,2021-06-12 23:03:36 UTC
30489,48-878-7389,in quarantine,2021-01-18T07:20:53Z,2021-04-19 07:20:53 UTC
30490,16-873-6872,ready for adoption,2021-09-21T18:55:46Z,2021-09-25 18:55:46 UTC
30491,35-786-1644,ready for adoption,2021-12-23T15:21:36Z,2022-02-02 15:21:36 UTC
30492,50-079-8973,in quarantine,2021-08-17T11:44:13Z,2021-11-17 11:44:13 UTC
30493,28-568-3274,in foster home,2022-01-16T08:14:17Z,2022-02-19 08:14:17 UTC
30494,40-735-0737,ready for adoption,2021-07-31T20:52:03Z,2021-08-17 20:52:03 UTC
30495,22-033-0145,ready for adoption,2021-06-28T08:15:15Z,2021-09-20 08:15:15 UTC
30496,28-131-7772,adopted,2021-02-27T21:55:42Z,2021-04-01 21:55:42 UTC
30497,26-052-6489,ready for adoption,2021-07-22T12:21:59Z,2021-08-06 12:21:59 UTC
30498,90-097-7928,adopted,2021-11-11T18:57:54Z,2021-11-27 18:57:54 UTC
30499,97-850-3768,in foster home,2021-03-26T09:18:57Z,2021-06-23 09:18:57 UTC
30500,09-929-0907,adopted,2021-12-27T14:50:10Z,2022-03-25 14:50:10 UTC
30501,99-763-9406,adopted,2021-03-30T17:39:59Z,2021-05-24 17:39:59 UTC
30502,74-072-7951,adopted,2021-06-16T03:53:46Z,2021-07-23 03:53:46 UTC
30503,95-802-8121,adopted,2021-04-13T21:28:20Z,2021-04-14 21:28:20 UTC
30504,90-958-8524,ready for adoption,2021-04-09T10:02:18Z,2021-06-02 10:02:18 UTC
30505,48-588-0193,in quarantine,2022-02-15T11:56:50Z,2022-04-21 11:56:50 UTC
30506,00-225-5089,in quarantine,2021-04-08T05:28:48Z,2021-05-31 05:28:48 UTC
30507,00-372-8249,adopted,2021-05-28T02:34:41Z,2021-07-05 02:34:41 UTC
30508,86-673-5860,ready for adoption,2021-12-03T04:26:24Z,2022-01-15 04:26:24 UTC
30509,75-319-0922,in foster home,2021-01-24T16:42:33Z,2021-04-10 16:42:33 UTC
30510,09-436-1410,ready for adoption,2021-08-21T22:15:07Z,2021-09-16 22:15:07 UTC
30511,10-922-2762,adopted,2021-04-27T08:43:51Z,2021-07-09 08:43:51 UTC
30512,84-084-1352,ready for adoption,2021-05-24T04:36:21Z,2021-08-21 04:36:21 UTC
30513,65-295-3049,ready for adoption,2021-06-13T15:12:58Z,2021-06-16 15:12:58 UTC
30514,40-085-1397,ready for adoption,2021-02-19T13:45:44Z,2021-04-23 13:45:44 UTC
30515,69-869-9133,in foster home,2021-08-09T19:03:54Z,2021-09-17 19:03:54 UTC
30516,18-974-2075,adopted,2022-02-03T01:20:41Z,2022-04-29 01:20:41 UTC
30517,29-399-6698,adopted,2021-12-05T13:15:52Z,2022-02-28 13:15:52 UTC
30518,59-588-5535,in foster home,2021-09-02T06:07:08Z,2021-11-30 06:07:08 UTC
30519,04-646-1476,ready for adoption,2021-12-07T07:31:43Z,2022-01-11 07:31:43 UTC
30520,13-352-5198,ready for adoption,2021-03-19T07:02:22Z,2021-04-02 07:02:22 UTC
30521,97-089-7426,ready for adoption,2021-01-03T16:20:22Z,2021-01-09 16:20:22 UTC
30522,67-706-6512,ready for adoption,2021-07-28T17:31:07Z,2021-09-10 17:31:07 UTC
30523,54-012-7335,adopted,2021-02-15T08:37:47Z,2021-05-07 08:37:47 UTC
30524,58-981-9546,adopted,2021-04-08T01:26:15Z,2021-05-05 01:26:15 UTC
30525,87-894-5174,ready for adoption,2021-07-29T02:15:37Z,2021-09-04 02:15:37 UTC
30526,80-656-7366,adopted,2021-10-22T08:51:44Z,2021-12-14 08:51:44 UTC
30527,61-093-6847,ready for adoption,2022-01-19T18:20:40Z,2022-03-27 18:20:40 UTC
30528,13-882-5505,adopted,2022-02-21T18:49:00Z,2022-03-18 18:49:00 UTC
30529,28-219-4938,adopted,2022-01-07T13:52:34Z,2022-03-07 13:52:34 UTC
30530,81-268-4531,ready for adoption,2022-01-28T06:43:36Z,2022-04-01 06:43:36 UTC
30531,99-805-6589,adopted,2021-11-02T23:31:24Z,2021-12-30 23:31:24 UTC
30532,24-909-1823,ready for adoption,2021-01-27T09:04:56Z,2021-02-14 09:04:56 UTC
30533,94-675-3016,adopted,2021-07-24T02:47:43Z,2021-08-22 02:47:43 UTC
30534,28-373-8928,adopted,2021-05-05T17:12:52Z,2021-08-06 17:12:52 UTC
30535,33-608-7888,adopted,2021-02-14T06:05:53Z,2021-04-10 06:05:53 UTC
30536,14-713-2077,ready for adoption,2021-10-04T17:35:09Z,2021-11-02 17:35:09 UTC
30537,39-054-9154,ready for adoption,2021-02-04T14:44:19Z,2021-03-09 14:44:19 UTC
30538,60-016-8902,adopted,2021-02-23T06:36:53Z,2021-03-05 06:36:53 UTC
30539,15-893-8764,ready for adoption,2021-03-14T13:48:56Z,2021-06-10 13:48:56 UTC
30540,19-736-5682,ready for adoption,2021-04-20T09:43:47Z,2021-07-18 09:43:47 UTC
30541,48-596-0164,adopted,2021-07-24T09:48:33Z,2021-10-19 09:48:33 UTC
30542,79-923-9577,adopted,2021-04-22T18:59:43Z,2021-06-25 18:59:43 UTC
30543,04-645-5071,adopted,2021-08-18T03:27:50Z,2021-09-18 03:27:50 UTC
30544,64-851-0711,adopted,2022-02-13T01:01:30Z,2022-02-25 01:01:30 UTC
30545,02-700-9180,in foster home,2022-01-09T16:13:56Z,2022-01-15 16:13:56 UTC
30546,64-468-3763,in foster home,2022-01-07T18:36:15Z,2022-02-01 18:36:15 UTC
30547,35-030-6523,in foster home,2021-01-04T00:26:55Z,2021-04-05 00:26:55 UTC
30548,22-339-1100,in quarantine,2022-01-26T15:01:08Z,2022-02-09 15:01:08 UTC
30549,16-445-5407,adopted,2022-02-27T10:51:00Z,2022-06-02 10:51:00 UTC
30550,09-205-0593,ready for adoption,2021-02-23T21:55:50Z,2021-05-28 21:55:50 UTC
30551,05-880-2723,adopted,2021-08-11T10:44:37Z,2021-10-18 10:44:37 UTC
30552,95-225-7772,adopted,2021-07-03T19:42:36Z,2021-08-19 19:42:36 UTC
30553,15-191-9647,adopted,2021-05-28T03:25:42Z,2021-08-28 03:25:42 UTC
30554,66-213-9790,in foster home,2021-10-13T16:13:45Z,2021-11-23 16:13:45 UTC
30555,37-379-7952,ready for adoption,2021-06-22T21:44:19Z,2021-09-20 21:44:19 UTC
30556,06-544-7698,in foster home,2021-01-05T16:32:49Z,2021-03-26 16:32:49 UTC
30557,14-073-6755,in foster home,2021-10-11T12:13:22Z,2021-11-29 12:13:22 UTC
30558,37-209-3337,adopted,2021-08-26T11:37:20Z,2021-10-18 11:37:20 UTC
30559,87-732-7293,ready for adoption,2021-03-09T09:28:28Z,2021-03-14 09:28:28 UTC
30560,90-351-3034,in foster home,2021-02-26T04:58:25Z,2021-05-04 04:58:25 UTC
30561,14-183-9840,ready for adoption,2021-07-04T05:44:46Z,2021-08-10 05:44:46 UTC
