pk,name,type,price,created_at,updated_at
925,access,Supplements,49.33,2021-07-18 10:59:45,2021-07-21 10:59:45 UTC
926,methodology,Housing,13.63,2021-09-11 23:33:59,2021-09-12 23:33:59 UTC
927,Mandatory,Equipment,78.3,2021-10-03 04:58:59,2021-10-04 04:58:59 UTC
928,well-modulated,Grooming,55.46,2021-07-15 17:38:44,2021-07-15 17:38:44 UTC
929,Organic,Snack,23.75,2021-04-24 03:44:53,2021-04-27 03:44:53 UTC
930,methodical,Toys,12.03,2021-11-27 21:48:54,2021-11-30 21:48:54 UTC
931,impactful,Equipment,59.06,2022-03-09 10:09:34,2022-03-10 10:09:34 UTC
932,utilisation,Snack,28.36,2021-04-02 16:21:33,2021-04-04 16:21:33 UTC
933,software,Equipment,78.93,2021-06-04 16:27:10,2021-06-04 16:27:10 UTC
934,intranet,Snack,52.18,2021-11-15 11:30:44,2021-11-17 11:30:44 UTC
935,Managed,Grooming,75.97,2021-11-26 17:42:25,2021-11-26 17:42:25 UTC
936,client-driven,Supplements,3.06,2021-05-18 16:05:53,2021-05-18 16:05:53 UTC
937,Pre-emptive,Snack,41.81,2021-10-20 07:52:25,2021-10-20 07:52:25 UTC
938,capacity,Food,66.31,2021-04-13 05:24:54,2021-04-14 05:24:54 UTC
939,24 hour,Grooming,2.14,2022-01-04 07:17:28,2022-01-05 07:17:28 UTC
940,Front-line,Toys,75.18,2021-08-25 09:11:00,2021-08-26 09:11:00 UTC
941,Organic,Toys,6.48,2021-11-18 17:41:47,2021-11-19 17:41:47 UTC
942,customer loyalty,Bedding,23.71,2021-12-23 19:20:24,2021-12-26 19:20:24 UTC
943,context-sensitive,Toys,33.6,2021-04-05 22:30:53,2021-04-06 22:30:53 UTC
944,Adaptive,Supplements,75.0,2021-09-12 06:59:35,2021-09-14 06:59:35 UTC
945,Multi-tiered,Snack,19.07,2021-08-04 08:12:20,2021-08-06 08:12:20 UTC
946,next generation,Equipment,46.42,2021-04-11 02:13:45,2021-04-11 02:13:45 UTC
947,clear-thinking,Housing,75.85,2021-10-29 01:42:35,2021-10-31 01:42:35 UTC
948,composite,Toys,22.88,2021-04-14 10:07:54,2021-04-16 10:07:54 UTC
949,Down-sized,Medicine,56.97,2021-07-22 01:40:30,2021-07-23 01:40:30 UTC
950,structure,Toys,10.21,2022-02-23 23:04:50,2022-02-24 23:04:50 UTC
951,static,Grooming,21.35,2021-08-14 11:15:29,2021-08-17 11:15:29 UTC
952,Face to face,Clothes,36.44,2021-11-07 09:55:28,2021-11-08 09:55:28 UTC
953,database,Toys,60.6,2021-08-31 01:53:12,2021-09-02 01:53:12 UTC
954,Vision-oriented,Accessory,2.36,2021-06-26 15:30:18,2021-06-28 15:30:18 UTC
955,Sharable,Grooming,41.71,2021-09-06 04:48:48,2021-09-08 04:48:48 UTC
956,toolset,Equipment,43.21,2021-04-14 21:25:17,2021-04-17 21:25:17 UTC
957,foreground,Toys,27.67,2021-10-26 13:25:54,2021-10-27 13:25:54 UTC
958,hardware,Clothes,48.4,2022-02-21 16:53:35,2022-02-21 16:53:35 UTC
959,intranet,Housing,48.08,2021-10-24 04:28:20,2021-10-24 04:28:20 UTC
960,Fully-configurable,Toys,26.76,2021-04-07 03:11:32,2021-04-08 03:11:32 UTC
961,Object-based,Clothes,11.78,2021-11-27 03:22:18,2021-11-30 03:22:18 UTC
962,system engine,Equipment,65.57,2021-09-12 20:46:34,2021-09-15 20:46:34 UTC
963,local,Toys,42.53,2021-03-13 19:47:29,2021-03-15 19:47:29 UTC
964,Inverse,Bedding,7.83,2021-10-13 12:40:34,2021-10-14 12:40:34 UTC
965,transitional,Housing,23.8,2021-10-10 16:42:59,2021-10-10 16:42:59 UTC
966,heuristic,Supplements,2.42,2021-08-12 23:59:19,2021-08-15 23:59:19 UTC
967,frame,Accessory,52.05,2021-04-04 06:13:39,2021-04-05 06:13:39 UTC
968,Face to face,Toys,8.36,2021-09-27 07:01:33,2021-09-28 07:01:33 UTC
969,emulation,Snack,60.06,2021-08-23 07:20:59,2021-08-24 07:20:59 UTC
970,value-added,Snack,72.95,2021-12-18 11:59:31,2021-12-18 11:59:31 UTC
971,tertiary,Supplements,69.42,2021-08-24 06:57:23,2021-08-26 06:57:23 UTC
972,Automated,Food,7.75,2021-03-25 16:56:45,2021-03-26 16:56:45 UTC
973,focus group,Medicine,40.54,2022-02-13 20:13:25,2022-02-15 20:13:25 UTC
974,zero defect,Toys,79.34,2021-06-28 03:31:34,2021-06-30 03:31:34 UTC
975,application,Toys,24.45,2021-05-24 15:56:42,2021-05-25 15:56:42 UTC
976,Seamless,Equipment,15.89,2021-03-15 18:50:40,2021-03-15 18:50:40 UTC
977,Right-sized,Medicine,58.51,2021-05-02 01:21:16,2021-05-02 01:21:16 UTC
978,asynchronous,Bedding,13.66,2021-12-15 02:32:37,2021-12-15 02:32:37 UTC
979,function,Grooming,48.71,2021-07-28 06:21:41,2021-07-30 06:21:41 UTC
980,Re-contextualized,Medicine,31.83,2021-05-02 10:21:35,2021-05-05 10:21:35 UTC
981,Reduced,Toys,63.4,2021-09-10 06:11:54,2021-09-10 06:11:54 UTC
982,methodology,Toys,17.37,2021-07-26 12:33:11,2021-07-27 12:33:11 UTC
983,zero tolerance,Snack,50.42,2021-03-31 17:33:11,2021-03-31 17:33:11 UTC
984,Multi-lateral,Supplements,53.58,2021-03-11 12:37:31,2021-03-11 12:37:31 UTC
985,implementation,Supplements,5.8,2021-12-15 03:16:09,2021-12-17 03:16:09 UTC
986,optimal,Food,74.03,2022-02-09 13:38:09,2022-02-12 13:38:09 UTC
987,portal,Equipment,33.02,2021-07-14 20:15:09,2021-07-15 20:15:09 UTC
988,budgetary management,Toys,65.54,2022-01-30 18:03:12,2022-02-02 18:03:12 UTC
989,encryption,Housing,69.41,2021-12-24 21:58:02,2021-12-27 21:58:02 UTC
990,Focused,Snack,57.35,2021-11-25 01:11:15,2021-11-26 01:11:15 UTC
991,customer loyalty,Equipment,12.65,2022-01-17 19:09:23,2022-01-18 19:09:23 UTC
992,Synchronised,Equipment,34.79,2021-09-18 08:35:03,2021-09-18 08:35:03 UTC
993,leading edge,Food,60.19,2021-04-01 11:59:32,2021-04-03 11:59:32 UTC
994,encoding,Toys,34.96,2022-01-09 07:54:50,2022-01-09 07:54:50 UTC
995,forecast,Medicine,53.75,2021-08-17 16:56:09,2021-08-20 16:56:09 UTC
996,function,Supplements,12.75,2021-12-13 17:26:44,2021-12-16 17:26:44 UTC
997,exuding,Snack,49.75,2021-12-24 19:27:27,2021-12-24 19:27:27 UTC
998,Reduced,Toys,74.29,2022-01-10 03:40:45,2022-01-10 03:40:45 UTC
999,exuding,Equipment,28.37,2021-11-09 09:24:13,2021-11-10 09:24:13 UTC
1000,initiative,Snack,39.97,2021-10-12 14:00:23,2021-10-12 14:00:23 UTC
1001,hub,Housing,20.88,2022-02-07 04:28:43,2022-02-07 04:28:43 UTC
1002,protocol,Supplements,65.61,2021-04-09 23:52:06,2021-04-12 23:52:06 UTC
1003,cohesive,Clothes,23.85,2021-04-19 23:06:13,2021-04-20 23:06:13 UTC
1004,Enterprise-wide,Snack,51.42,2021-12-08 13:51:11,2021-12-08 13:51:11 UTC
1005,hardware,Housing,72.69,2021-06-29 12:23:17,2021-06-29 12:23:17 UTC
1006,multi-tasking,Snack,53.19,2021-12-16 19:39:14,2021-12-16 19:39:14 UTC
1007,fault-tolerant,Accessory,46.47,2021-11-12 05:12:41,2021-11-15 05:12:41 UTC
1008,client-server,Equipment,26.43,2022-02-02 15:42:58,2022-02-02 15:42:58 UTC
1009,Object-based,Equipment,48.98,2021-03-29 20:55:48,2021-03-30 20:55:48 UTC
1010,Visionary,Supplements,36.44,2021-06-01 13:25:53,2021-06-01 13:25:53 UTC
1011,asynchronous,Toys,33.38,2021-08-11 10:27:50,2021-08-14 10:27:50 UTC
1012,high-level,Housing,57.51,2021-08-21 14:40:20,2021-08-24 14:40:20 UTC
1013,Advanced,Toys,27.78,2021-06-26 20:21:09,2021-06-26 20:21:09 UTC
1014,archive,Toys,12.79,2021-06-01 00:38:23,2021-06-03 00:38:23 UTC
1015,Profit-focused,Snack,21.2,2021-08-07 11:59:48,2021-08-07 11:59:48 UTC
1016,software,Equipment,57.67,2021-10-13 07:03:25,2021-10-16 07:03:25 UTC
1017,zero tolerance,Medicine,72.68,2021-11-22 15:53:24,2021-11-23 15:53:24 UTC
1018,Mandatory,Toys,79.88,2021-05-19 19:05:04,2021-05-21 19:05:04 UTC
1019,Public-key,Food,64.84,2021-05-01 05:04:39,2021-05-02 05:04:39 UTC
1020,Compatible,Equipment,36.8,2021-12-06 20:30:10,2021-12-08 20:30:10 UTC
1021,scalable,Accessory,43.45,2021-06-16 11:30:49,2021-06-19 11:30:49 UTC
1022,emulation,Accessory,67.37,2022-03-05 10:38:12,2022-03-07 10:38:12 UTC
1023,core,Snack,46.42,2021-10-10 01:33:21,2021-10-13 01:33:21 UTC
1024,concept,Clothes,59.2,2021-03-14 17:54:36,2021-03-16 17:54:36 UTC
1025,Adaptive,Housing,63.32,2021-07-25 09:01:44,2021-07-25 09:01:44 UTC
1026,client-driven,Equipment,59.31,2021-10-09 18:04:18,2021-10-11 18:04:18 UTC
1027,bottom-line,Snack,20.99,2021-09-20 23:41:30,2021-09-23 23:41:30 UTC
1028,methodical,Clothes,55.36,2021-12-02 21:46:17,2021-12-02 21:46:17 UTC
1029,utilisation,Clothes,60.95,2021-07-04 06:19:32,2021-07-06 06:19:32 UTC
