pk,purchase_fk,item_fk,quantity
63834,9423,547,14
63835,8451,337,13
63836,23433,400,1
63837,1624,766,5
63838,21296,202,17
63839,1357,292,3
63840,20218,607,10
63841,5432,271,7
63842,14390,267,12
63843,17032,130,14
63844,26465,842,11
63845,7730,314,13
63846,13819,288,11
63847,18230,703,2
63848,17332,535,14
63849,12242,141,11
63850,8367,378,10
63851,22962,997,15
63852,6990,29,17
63853,5946,587,15
63854,1838,918,12
63855,19284,882,1
63856,16813,384,1
63857,25062,675,9
63858,9131,376,14
63859,28203,572,11
63860,15735,757,6
63861,16097,509,16
63862,22003,469,3
63863,5357,1002,9
63864,6761,734,14
63865,20708,425,17
63866,16284,601,11
63867,16252,659,17
63868,2545,987,14
63869,8253,844,14
63870,13131,650,16
63871,19410,478,11
63872,17228,95,7
63873,17773,424,2
63874,22706,896,1
63875,7607,526,6
63876,25929,628,3
63877,16310,609,12
63878,11632,1011,2
63879,27230,558,5
63880,25086,365,1
63881,7433,993,13
63882,2176,270,16
63883,11710,902,8
63884,13175,634,9
63885,13366,784,1
63886,21043,113,15
63887,14125,936,11
63888,25017,583,14
63889,14593,963,9
63890,21666,571,16
63891,17429,64,11
63892,10804,523,14
63893,15751,35,11
63894,12106,512,11
63895,2834,691,17
63896,27490,33,12
63897,24799,93,17
63898,3805,680,14
63899,21153,513,11
63900,1705,379,12
63901,4448,45,11
63902,15395,389,5
63903,18389,165,9
63904,13811,48,14
63905,23484,744,15
63906,16944,169,17
63907,12658,139,4
63908,10473,105,12
63909,19877,215,7
63910,12739,683,1
63911,1859,833,16
63912,16752,715,7
63913,4106,246,17
63914,1023,580,9
63915,5231,793,6
63916,27951,36,13
63917,26573,468,10
63918,16475,360,17
63919,8532,235,15
63920,8046,385,10
63921,4340,977,4
63922,2978,992,11
63923,17933,317,1
63924,17451,485,3
63925,14204,482,6
63926,22523,195,11
63927,17394,953,13
63928,23414,687,13
63929,25986,546,10
63930,19078,209,6
63931,6479,88,4
63932,13586,294,2
63933,21580,75,9
63934,14765,942,4
63935,18200,600,16
63936,13843,237,6
63937,3557,275,1
63938,14863,618,8
63939,27660,878,16
63940,8227,142,1
63941,23900,366,2
63942,20760,392,14
63943,8535,499,6
63944,16654,765,10
63945,23965,239,1
63946,18162,1004,17
63947,9976,610,7
63948,19212,461,17
63949,1760,309,14
63950,6756,224,14
63951,12934,995,11
63952,8643,494,5
63953,22817,419,13
63954,98,576,17
63955,2710,886,14
63956,8204,47,9
63957,1611,444,14
63958,13992,91,15
63959,8484,109,3
63960,4378,244,2
63961,12146,887,13
63962,12597,46,11
63963,15932,810,14
63964,24213,773,11
63965,19798,449,7
63966,18009,900,2
63967,14228,570,9
63968,6154,216,8
63969,10240,22,4
63970,22658,272,7
63971,24249,455,14
63972,2204,681,4
63973,22116,329,1
63974,20285,504,8
63975,14912,811,13
63976,18542,333,13
63977,4170,423,11
63978,23318,40,9
63979,9489,210,5
63980,16176,277,2
63981,23638,686,3
63982,5836,348,4
63983,1421,382,4
63984,8816,495,8
63985,27447,420,4
63986,15782,254,6
63987,25726,119,16
63988,21644,761,12
63989,27619,14,6
63990,8511,56,10
63991,22007,966,13
63992,3318,548,3
63993,11817,792,10
63994,8122,699,11
63995,5252,24,1
63996,25211,730,8
63997,5336,496,8
63998,27821,589,17
63999,25317,898,14
64000,18641,928,11
64001,2547,330,3
64002,25810,304,5
64003,9955,375,6
64004,12884,464,2
64005,20661,343,7
64006,13087,690,16
64007,911,342,17
64008,20198,748,13
64009,2342,65,16
64010,3024,909,14
64011,1957,704,17
64012,7199,956,8
64013,23382,250,8
64014,15188,177,7
64015,5710,434,3
64016,23340,677,2
64017,24485,737,6
64018,1186,219,9
64019,12275,536,11
64020,2928,591,1
64021,12721,592,14
64022,9859,287,16
64023,21210,551,13
64024,27744,949,2
64025,14052,516,1
64026,21036,108,12
64027,5005,268,9
64028,3091,325,12
64029,14054,412,14
64030,262,851,11
64031,10613,662,15
64032,868,489,1
64033,17991,577,17
64034,1683,286,6
64035,13197,864,2
64036,16605,218,7
64037,11696,256,7
64038,11804,388,2
64039,4426,818,9
64040,23869,672,10
64041,13170,372,8
64042,2661,655,15
64043,22746,414,11
64044,12255,72,14
64045,1699,529,17
64046,19942,804,3
64047,3151,289,2
64048,24968,63,16
64049,5514,62,17
64050,26304,390,13
64051,22749,552,10
64052,13034,738,2
64053,10906,118,7
64054,15398,316,13
64055,4975,135,14
64056,12537,381,17
64057,24611,943,3
64058,15395,31,15
64059,17054,302,2
64060,9698,327,6
64061,12096,396,11
64062,27804,517,13
64063,3083,762,1
64064,947,358,9
64065,9551,563,6
64066,20638,25,11
64067,582,351,12
64068,2789,438,17
64069,11668,581,9
64070,11922,1022,6
64071,7558,1021,10
64072,6644,602,3
64073,18332,556,5
64074,21886,702,4
64075,5362,179,13
64076,20656,340,8
64077,9442,476,6
64078,6506,486,1
64079,16365,647,11
64080,2920,901,4
64081,6281,226,13
64082,159,894,8
64083,7405,568,8
64084,710,189,9
64085,24469,176,2
64086,7981,328,4
64087,18645,293,7
64088,25038,654,16
64089,22845,522,6
64090,20725,665,8
64091,23099,938,12
64092,11854,42,16
64093,3170,922,15
64094,23419,173,5
64095,20076,16,2
64096,7216,639,8
64097,12831,991,7
64098,7598,698,1
64099,9091,560,5
64100,22000,838,11
64101,17451,7,9
64102,27814,214,5
64103,27416,448,16
64104,3754,520,17
64105,11259,490,4
64106,1854,646,2
64107,18448,453,14
64108,2741,158,6
64109,3488,867,16
64110,26570,405,13
64111,19557,61,3
64112,18515,643,14
64113,10182,996,17
64114,19987,794,3
64115,300,544,16
64116,19395,971,1
64117,2445,167,11
64118,23883,637,17
64119,747,751,4
64120,18432,671,3
64121,16124,255,12
64122,26301,537,14
64123,17371,57,16
64124,8290,518,17
64125,4995,401,8
64126,24454,190,11
64127,13269,723,9
64128,28131,707,17
64129,21979,644,9
64130,6236,380,1
64131,4487,613,2
64132,4787,437,17
64133,20976,10,4
64134,16488,398,1
64135,8398,824,3
64136,23870,83,10
64137,3608,925,17
64138,19561,51,5
64139,24646,554,1
64140,3352,623,6
64141,10735,197,8
64142,5827,115,16
64143,12130,781,1
64144,26099,231,15
64145,23872,685,16
64146,22947,619,15
64147,23588,71,14
64148,13378,439,16
64149,7009,973,1
64150,15642,299,3
64151,16924,888,13
64152,27509,985,7
64153,12097,797,13
64154,12496,599,4
64155,3897,67,1
64156,6928,853,12
64157,12679,817,12
64158,2395,151,6
64159,17480,773,3
64160,16819,876,5
64161,21604,560,10
64162,5479,293,5
64163,17869,345,7
64164,11414,815,5
64165,20773,114,17
64166,24487,883,16
64167,5144,277,14
64168,27078,959,2
64169,4106,252,12
64170,26621,427,1
64171,12900,830,17
64172,27153,826,10
64173,24809,258,16
64174,8305,100,9
64175,2301,808,8
64176,16602,850,16
64177,14961,781,15
64178,5461,875,2
64179,25854,685,14
64180,214,1006,1
64181,21174,227,7
64182,20696,33,13
64183,27730,532,5
64184,27204,463,3
64185,23945,625,5
64186,23436,413,15
64187,6761,94,17
64188,2495,972,14
64189,19988,641,9
64190,8014,840,17
64191,924,403,11
64192,22753,350,8
64193,6800,38,5
64194,22545,666,8
64195,27572,586,1
64196,10607,890,14
64197,6701,282,10
64198,12324,289,8
64199,10652,749,10
64200,21184,848,9
64201,6810,219,15
64202,23948,832,7
64203,11631,603,6
64204,25158,785,17
64205,23412,503,9
64206,3769,580,13
64207,27947,207,15
64208,9550,368,16
64209,4669,623,6
64210,27758,446,16
64211,25241,481,13
64212,15467,795,9
64213,10448,706,4
64214,10442,231,16
64215,22805,432,7
64216,3874,681,10
64217,18880,541,6
64218,9112,800,5
64219,1600,373,2
64220,10464,769,1
64221,1722,395,13
64222,2948,660,4
64223,4226,348,5
64224,1116,968,6
64225,18486,260,7
64226,6936,592,5
64227,25450,728,3
64228,13960,950,9
64229,2605,566,14
64230,24438,581,11
64231,11798,115,17
64232,14501,935,15
64233,7647,251,2
64234,22431,147,2
64235,15886,938,17
64236,10979,48,12
64237,8688,855,12
64238,4195,324,17
64239,17378,570,17
64240,19080,121,17
64241,5136,629,16
64242,2374,128,12
64243,14794,210,8
64244,12911,502,1
64245,5648,493,2
64246,6128,688,11
64247,20533,423,16
64248,12526,824,17
64249,27847,428,16
64250,19037,919,13
64251,14530,784,13
64252,16719,684,2
64253,10462,994,10
64254,10272,880,17
64255,11579,107,4
64256,22144,396,8
64257,6655,913,6
64258,24977,425,7
64259,6083,458,14
64260,23449,364,15
64261,10099,719,2
64262,12988,268,17
64263,27828,995,7
64264,23322,845,14
64265,841,549,10
64266,13435,21,3
64267,3223,449,2
64268,25244,389,3
64269,18229,453,9
64270,20042,1021,16
64271,20099,136,7
64272,25242,958,2
64273,26770,518,8
64274,6144,895,17
64275,3817,125,2
64276,21124,806,12
64277,17539,8,2
64278,9914,966,3
64279,27312,1025,11
64280,18404,34,3
64281,3382,190,5
64282,19075,46,6
64283,5482,617,6
64284,16169,792,7
64285,15080,775,11
64286,28100,936,8
64287,13274,821,11
64288,16728,898,17
64289,3228,835,8
64290,15198,495,10
64291,22839,507,9
64292,5861,242,14
64293,7716,329,8
64294,23818,183,6
64295,1665,225,9
64296,24029,200,16
64297,20821,607,13
64298,17510,162,9
64299,2671,705,10
64300,19893,647,13
64301,2934,856,7
64302,23950,613,6
64303,11470,420,13
64304,8199,929,12
64305,8073,349,12
64306,6219,743,12
64307,2616,768,11
64308,17914,154,1
64309,12381,152,1
64310,16922,755,4
64311,27282,392,15
64312,16829,500,2
64313,10557,606,7
64314,8913,831,14
64315,5663,370,11
64316,15115,537,7
64317,18561,590,16
64318,11427,450,13
64319,26785,878,17
64320,24352,1028,10
64321,25372,81,2
64322,9232,119,14
64323,21876,927,13
64324,2702,153,2
64325,15453,184,17
64326,21728,908,9
64327,9665,340,4
64328,10750,873,1
64329,12309,546,11
64330,19979,29,4
64331,18943,302,7
64332,8620,521,9
64333,15371,407,5
64334,12489,823,4
64335,13442,1004,10
64336,15035,55,15
64337,9907,160,3
64338,19293,286,8
64339,24201,235,1
64340,904,23,13
64341,6081,466,9
64342,20291,175,17
64343,15918,224,4
64344,4205,751,16
64345,25282,1008,11
64346,22486,642,7
64347,25465,6,16
64348,23513,408,9
64349,18123,213,2
64350,17552,974,10
64351,6421,921,7
64352,20792,460,9
64353,18610,610,8
64354,7644,955,17
64355,26289,319,12
64356,11986,300,5
64357,12262,176,17
64358,23466,611,17
64359,8132,737,14
64360,9140,903,3
64361,12028,426,1
64362,10845,874,13
64363,12346,1003,9
64364,20143,145,16
64365,3421,374,13
64366,5698,620,13
64367,9205,229,12
64368,17449,394,2
64369,5243,285,3
64370,16200,479,4
64371,25529,863,16
64372,2836,189,2
64373,2270,799,5
64374,7459,601,5
64375,16492,904,7
64376,2574,513,10
64377,27875,538,10
64378,5365,297,6
64379,13601,554,15
64380,217,676,17
64381,2091,143,15
64382,9594,693,15
64383,20023,689,17
64384,21762,464,9
64385,11953,771,4
64386,5203,793,1
64387,6409,457,10
64388,20385,126,1
64389,2924,61,17
64390,3728,68,8
64391,9912,661,5
64392,1837,222,8
64393,7670,574,3
64394,2746,108,14
64395,16575,911,4
64396,7443,926,4
64397,6906,434,9
64398,23583,745,8
64399,6124,912,4
64400,18192,1009,13
64401,24008,456,14
64402,9050,357,3
64403,2452,406,14
64404,1178,702,10
64405,10109,287,1
64406,20002,64,4
64407,16807,265,12
64408,4658,860,1
64409,5723,178,8
64410,8877,670,2
64411,26481,658,9
64412,19663,150,2
64413,16539,331,2
64414,9898,825,2
64415,20954,1017,5
64416,17183,391,2
64417,26906,398,10
64418,23810,916,8
64419,2871,429,9
64420,6078,168,17
64421,15714,66,11
64422,12004,208,6
64423,10271,852,1
64424,16361,1,17
64425,19826,5,16
64426,18994,75,2
64427,6146,295,17
64428,7554,849,2
64429,21072,163,11
64430,1429,307,2
64431,22228,734,8
64432,15121,662,14
64433,15181,82,12
64434,9151,726,5
64435,7557,720,11
64436,17879,422,13
64437,26862,673,5
64438,26335,10,3
64439,25675,571,3
64440,27921,249,5
64441,17082,597,13
64442,5506,680,3
64443,27467,26,15
64444,26137,2,14
64445,21676,328,8
64446,6147,182,3
64447,25243,565,1
64448,15924,254,17
64449,26280,79,10
64450,19294,89,13
64451,3802,275,9
64452,21889,897,9
64453,26523,22,3
64454,4394,752,9
64455,2061,614,10
64456,8807,230,5
64457,5839,905,9
64458,16754,314,2
64459,26573,857,3
64460,10897,380,11
64461,7618,174,2
64462,18203,772,1
64463,5644,272,3
64464,11045,301,5
64465,2868,496,11
64466,24622,359,2
64467,473,44,13
64468,5786,505,4
64469,7139,964,6
64470,23564,173,13
64471,1676,869,5
64472,6737,188,17
64473,8542,472,15
64474,12631,117,4
64475,7713,294,9
64476,21467,377,5
64477,5526,709,10
64478,22559,333,15
64479,6170,841,12
64480,21912,711,14
64481,21098,72,4
64482,6306,777,15
64483,6654,417,3
64484,663,517,3
64485,16235,715,14
64486,27386,452,14
64487,20751,274,3
64488,21948,480,14
64489,340,523,8
64490,19947,780,13
64491,26059,124,10
64492,1179,400,15
64493,7376,465,4
64494,21966,401,7
64495,16130,158,17
64496,4540,954,3
64497,7950,716,5
64498,28066,478,4
64499,4733,442,12
64500,25646,643,11
64501,26590,679,9
64502,17283,388,8
64503,25639,335,4
64504,14620,180,6
64505,25314,52,7
64506,17295,144,14
64507,15070,827,14
64508,18759,528,2
64509,3190,984,7
64510,13178,243,2
64511,13251,468,17
64512,3625,385,12
64513,17730,572,6
64514,25806,93,7
64515,19402,1019,4
64516,25871,700,8
64517,27139,447,6
64518,5728,578,2
64519,16338,120,6
64520,25233,387,9
64521,12879,717,6
64522,15347,63,14
64523,11905,1002,3
64524,3469,694,12
64525,275,88,9
64526,6651,563,11
64527,20588,547,15
64528,8551,99,4
64529,27715,671,1
64530,15108,865,2
64531,27692,74,17
64532,9668,281,13
64533,13195,976,17
64534,4845,504,12
64535,1890,1000,5
64536,9149,669,3
64537,8251,438,17
64538,23980,924,7
64539,4496,807,3
64540,21811,476,3
64541,23598,767,15
64542,8013,981,2
64543,27048,561,7
64544,15528,579,5
64545,19163,1013,12
64546,14208,290,4
64547,3746,990,3
64548,14424,60,4
64549,27146,9,16
64550,774,920,1
64551,4621,292,3
64552,7296,473,14
64553,4410,713,9
64554,2261,270,11
64555,1302,888,5
64556,12092,757,4
64557,19838,441,2
64558,10863,893,8
64559,8863,187,8
64560,17050,511,16
64561,27622,885,4
64562,26284,451,3
64563,21986,83,12
64564,8109,668,1
64565,13547,212,17
64566,2483,772,17
64567,7175,541,11
64568,22279,385,13
64569,27880,682,11
64570,20916,221,10
64571,13911,817,2
64572,19472,773,17
64573,5383,268,14
64574,28147,350,13
64575,18053,751,4
64576,27208,902,10
64577,8777,443,9
64578,23551,490,15
64579,24246,19,1
64580,15759,1003,4
64581,19889,331,2
64582,24032,18,1
64583,18911,946,17
64584,13774,508,10
64585,18626,201,5
64586,19555,683,13
64587,2550,594,3
64588,16877,463,11
64589,11936,795,4
64590,4936,251,10
64591,15492,394,17
64592,24861,972,8
64593,19622,54,10
64594,22777,149,3
64595,468,475,17
64596,18623,903,2
64597,11072,925,13
64598,19161,6,2
64599,21955,27,1
64600,21668,136,17
64601,20797,192,14
64602,22124,954,6
64603,11575,238,13
64604,18523,419,16
64605,19400,549,2
64606,8349,913,10
64607,12765,984,7
64608,14077,333,10
64609,17409,59,2
64610,26081,1000,11
64611,23753,95,16
64612,18659,69,9
64613,5559,918,12
64614,5624,11,12
64615,7742,470,8
64616,14275,84,17
64617,26209,929,15
64618,14082,648,4
64619,16920,554,10
64620,22376,228,7
64621,23250,933,10
64622,10284,604,1
64623,22931,760,3
64624,13867,831,9
64625,16864,666,17
64626,18303,976,17
64627,23770,271,11
64628,19515,865,9
64629,24258,56,15
64630,6448,246,16
64631,27730,647,6
64632,19730,1027,17
64633,11483,962,6
64634,18189,930,10
64635,761,804,8
64636,15312,332,17
64637,21179,990,9
64638,16083,207,13
64639,4852,126,5
64640,21003,548,17
64641,561,381,12
64642,17779,455,12
64643,6773,715,15
64644,16401,1020,6
64645,12209,756,2
64646,11879,479,5
64647,147,256,4
64648,17632,919,4
64649,23619,889,15
64650,27378,425,14
64651,14226,151,16
64652,17371,835,17
64653,9342,29,13
64654,1149,509,15
64655,13386,503,17
64656,10144,180,10
64657,22946,897,10
64658,15682,537,3
64659,875,444,11
64660,15712,893,10
64661,23550,50,4
64662,2981,241,9
64663,25484,871,14
64664,25030,46,7
64665,8101,641,13
64666,27260,656,15
64667,2226,94,15
64668,7108,76,8
64669,2244,551,14
64670,15946,701,5
64671,12843,357,6
64672,10622,887,2
64673,19315,975,16
64674,4963,112,2
64675,21711,215,6
64676,13345,878,14
64677,8198,661,11
64678,13527,862,3
64679,27058,429,3
64680,13390,763,11
64681,14237,931,13
64682,3194,810,8
64683,1327,35,2
64684,14287,339,15
64685,19374,787,4
64686,22649,439,13
64687,20550,402,12
64688,25560,793,7
64689,16834,446,8
64690,4041,924,10
64691,19144,158,6
64692,4299,607,4
64693,12022,183,15
64694,25796,391,8
64695,25192,461,2
64696,16182,143,6
64697,20476,816,9
64698,8977,68,4
64699,347,602,8
64700,5138,819,7
64701,23547,869,4
64702,23410,944,15
64703,23057,259,3
64704,28107,1009,2
64705,8860,927,6
64706,24420,386,1
64707,12782,156,10
64708,6664,365,7
64709,9197,96,15
64710,8386,500,8
64711,7031,464,8
64712,10195,124,7
64713,20584,786,3
64714,3765,77,6
64715,2184,130,11
64716,15213,818,9
64717,9467,368,1
64718,19336,853,10
64719,17713,982,13
64720,20171,752,11
64721,12445,917,10
64722,18495,823,4
64723,6233,668,16
64724,2786,955,12
64725,22600,287,4
64726,2237,480,14
64727,28174,569,4
64728,17882,436,4
64729,16623,186,10
64730,13831,1002,9
64731,968,377,14
64732,14207,945,7
64733,19649,13,14
64734,3508,26,8
64735,159,273,14
64736,19571,494,14
64737,19664,1012,17
64738,989,920,6
64739,4061,852,1
64740,1445,748,1
64741,7715,336,7
64742,22397,753,11
64743,14006,34,6
64744,15332,1026,1
64745,19564,716,10
64746,2345,224,3
64747,3449,230,8
64748,16386,911,6
64749,25906,57,15
64750,12442,398,9
64751,13584,996,7
64752,25489,775,4
64753,3759,633,5
64754,22010,447,5
64755,8171,535,14
64756,23818,542,17
64757,24250,387,2
64758,22772,162,15
64759,15677,412,17
64760,9647,640,7
64761,26093,960,15
64762,13511,922,14
64763,20468,1029,5
64764,28054,222,6
64765,16651,692,10
64766,2978,122,1
64767,14075,411,17
64768,12297,708,2
64769,14777,190,3
64770,14523,712,13
64771,870,558,9
64772,1199,1005,16
64773,19014,736,16
64774,5573,196,2
64775,13297,135,2
64776,16101,499,11
64777,18401,449,5
64778,26556,3,5
64779,9499,471,4
64780,19092,204,14
64781,7887,941,17
64782,27329,338,6
64783,10366,389,16
64784,12569,742,13
64785,23309,574,12
64786,6641,468,11
64787,26003,1017,12
64788,27432,534,3
64789,24774,80,12
64790,15596,982,3
64791,1219,728,1
64792,7895,930,5
64793,8658,721,12
64794,6124,96,11
64795,8268,908,14
64796,10292,688,8
64797,24420,787,3
64798,5827,145,4
64799,4986,617,9
64800,16125,850,16
64801,23618,552,13
64802,5174,174,13
64803,12872,538,13
64804,6808,769,3
64805,1606,557,9
64806,19467,161,16
64807,9197,301,9
64808,9362,683,5
64809,2220,197,14
64810,21036,851,14
64811,19891,309,9
64812,8478,125,14
64813,23454,30,10
64814,15069,802,3
64815,10062,978,16
64816,13721,781,16
64817,4712,186,17
64818,2404,891,16
64819,19360,128,13
64820,4365,204,8
64821,6713,8,3
64822,4288,799,8
64823,4857,694,2
64824,16842,308,14
64825,13881,887,11
64826,1502,252,5
64827,8472,437,14
64828,24936,867,15
64829,16447,706,1
64830,26691,345,3
64831,18899,457,6
64832,6379,474,5
64833,1832,835,10
64834,27606,172,5
64835,10706,101,1
64836,5159,112,1
64837,16221,819,14
64838,14432,454,6
64839,9689,81,16
64840,16559,922,15
64841,10237,776,3
64842,5860,1021,15
64843,3229,318,17
64844,21364,523,11
64845,17987,685,12
64846,25282,323,12
64847,2433,707,7
64848,16768,919,12
64849,18253,267,11
64850,371,347,8
64851,26798,929,2
64852,14156,952,5
64853,12379,657,1
64854,13680,589,7
64855,5205,163,11
64856,8960,565,10
64857,1446,875,1
64858,6154,210,2
64859,20681,110,11
64860,6512,886,6
64861,6881,705,6
64862,4938,250,5
64863,26439,843,15
64864,6474,933,2
64865,25293,436,1
64866,19521,85,13
64867,7009,407,16
64868,16887,181,14
64869,1196,541,15
64870,18084,968,7
64871,5276,368,13
64872,12020,418,1
64873,10969,745,2
64874,2481,88,5
64875,20444,613,1
64876,14092,493,11
64877,25317,241,10
64878,1533,679,12
64879,8370,607,2
64880,19302,248,5
64881,18387,350,7
64882,12441,948,2
64883,15686,401,12
64884,16730,515,15
64885,24428,60,10
64886,12176,111,13
64887,5691,974,10
64888,19796,910,7
64889,11887,630,12
64890,9742,134,8
64891,25954,315,12
64892,15043,344,8
64893,18206,12,6
64894,14652,235,12
64895,14483,874,2
64896,27051,825,13
64897,27927,594,10
64898,14920,94,4
64899,19256,995,17
64900,3273,320,11
64901,20525,859,9
64902,8421,532,6
64903,19053,435,8
64904,10682,268,5
64905,6829,194,7
64906,17052,536,9
64907,25968,379,6
64908,8389,415,12
64909,12222,765,12
64910,7763,771,2
64911,21992,397,16
64912,11804,985,8
64913,24830,332,12
64914,9888,810,13
64915,2516,34,14
64916,848,39,4
64917,17858,488,15
64918,17091,364,16
64919,3982,571,12
64920,25397,687,12
64921,9355,198,17
64922,2266,828,4
64923,24931,24,2
64924,16143,997,8
64925,7234,73,8
64926,26619,950,17
64927,18526,905,17
64928,28024,214,16
64929,1373,434,4
64930,20033,409,17
64931,3762,1027,7
64932,23859,837,9
64933,18694,242,9
64934,23373,616,15
64935,18926,316,14
64936,9528,998,10
64937,448,335,17
64938,17244,755,16
64939,5748,374,13
64940,24039,636,7
64941,24526,673,11
64942,983,324,16
64943,928,893,10
64944,16432,341,7
64945,6801,845,6
64946,9325,900,17
64947,9509,160,17
64948,4553,38,15
64949,2469,211,9
64950,20332,327,13
64951,13501,567,5
64952,22504,188,15
64953,22537,184,12
64954,12124,239,10
64955,6529,785,10
64956,17040,562,13
64957,9919,189,5
64958,21749,287,12
64959,15935,885,5
64960,10197,954,3
64961,23065,537,17
64962,24293,741,3
64963,8493,375,11
64964,1827,964,1
64965,5057,70,12
64966,4517,907,10
64967,6388,130,7
64968,12012,105,12
64969,4916,895,9
64970,5885,969,5
64971,22760,846,16
64972,4170,55,8
64973,5670,257,10
64974,25197,336,14
64975,19137,700,3
64976,13497,972,9
64977,16681,195,12
64978,11698,623,8
64979,2778,376,14
64980,18981,167,7
64981,19871,300,1
64982,19706,758,8
64983,1888,587,3
64984,19809,403,4
64985,19881,993,9
64986,3633,717,2
64987,2814,150,8
64988,27727,794,8
64989,15507,1015,11
64990,23349,602,1
64991,1283,458,16
64992,27257,337,16
64993,8216,494,2
64994,7290,813,17
64995,20617,481,1
64996,16986,340,13
64997,25788,830,5
64998,16217,423,2
64999,24917,862,11
65000,26311,1026,8
65001,21999,697,13
65002,20510,259,16
65003,23321,413,2
65004,25341,601,13
65005,26778,1022,16
65006,1486,319,8
65007,24901,772,5
65008,18447,990,1
65009,10908,530,12
65010,19343,410,10
65011,6046,770,17
65012,16598,840,7
65013,11402,149,11
65014,22726,114,2
65015,23246,953,2
65016,5560,674,10
65017,6445,756,15
65018,13754,1017,11
65019,24048,61,8
65020,5081,793,9
65021,28110,74,5
65022,15198,682,16
65023,1366,720,16
65024,26434,744,7
65025,20074,206,9
65026,21802,527,2
65027,20662,348,14
65028,10639,212,2
65029,5878,196,4
65030,1527,152,4
65031,12425,604,1
65032,6363,312,7
65033,20249,284,8
65034,12738,980,7
65035,18800,1029,4
65036,12589,603,2
65037,753,864,15
65038,20647,491,9
65039,12135,156,3
65040,3759,829,5
65041,27984,1008,8
65042,1965,83,9
65043,25656,788,14
65044,26870,57,3
65045,17666,136,14
65046,23666,385,9
65047,7819,554,4
65048,20888,556,13
65049,10713,823,1
65050,11160,595,8
65051,21797,672,7
65052,5914,459,4
65053,18780,805,9
65054,21027,561,4
65055,8084,826,3
65056,21500,868,9
65057,13974,722,6
65058,22924,422,12
65059,28089,600,1
65060,7553,629,3
65061,7732,726,6
65062,3179,938,13
65063,17568,1000,13
65064,13676,568,9
65065,5575,140,15
65066,6811,449,17
65067,25606,890,12
65068,12063,219,17
65069,2399,749,5
65070,16326,821,2
65071,13047,394,17
65072,27241,421,7
65073,4975,1001,8
65074,6543,748,5
65075,11769,737,16
65076,25849,182,1
65077,5517,988,15
65078,10869,43,10
65079,345,133,6
65080,2725,553,8
65081,17364,605,7
65082,1102,640,13
65083,14582,881,12
65084,14755,223,4
65085,16708,115,2
65086,5255,510,17
65087,5692,243,7
65088,22028,727,7
65089,14386,729,6
65090,10742,962,1
65091,25922,215,17
65092,12021,498,2
65093,2536,663,7
65094,27920,584,11
65095,22888,135,6
65096,15674,183,15
65097,7030,801,8
65098,16798,367,15
65099,27594,806,11
65100,16995,51,6
65101,18482,832,15
65102,15141,291,10
65103,344,873,15
65104,5776,680,6
65105,20626,593,5
65106,12388,382,3
65107,11986,522,13
65108,12588,820,1
65109,15965,666,9
65110,12312,931,13
65111,24403,698,13
65112,27009,452,8
65113,11421,714,16
65114,4223,512,16
65115,27975,757,8
65116,2503,1024,11
65117,16214,89,16
65118,17219,856,16
65119,4031,45,7
65120,24892,965,2
65121,14227,99,2
65122,18137,66,6
65123,10398,405,4
65124,26559,625,7
65125,10252,581,16
65126,25368,641,12
65127,1999,285,9
65128,23374,11,7
65129,3221,759,9
65130,11434,857,8
65131,4094,171,6
65132,27109,958,9
65133,25893,68,15
65134,27111,669,2
65135,1121,516,7
65136,3574,635,8
65137,16254,999,5
65138,16850,138,12
65139,11697,692,11
65140,11063,417,16
65141,18028,446,1
65142,13865,526,9
65143,24669,264,6
65144,8180,388,2
65145,6733,879,13
65146,16302,48,8
65147,4003,475,8
65148,24317,106,13
65149,10285,939,14
65150,21652,996,1
65151,23962,920,7
65152,26245,473,14
65153,11799,815,17
65154,1509,137,11
65155,26586,651,8
65156,5256,860,1
65157,26560,82,3
65158,8398,155,17
65159,9653,932,11
65160,25734,342,15
65161,16754,293,17
65162,1080,92,14
65163,21379,253,1
65164,28221,914,3
65165,15452,387,13
65166,16027,75,9
65167,9939,404,8
65168,23997,730,14
65169,13296,231,15
65170,17191,483,8
65171,6083,563,9
65172,25513,549,17
65173,16688,222,17
65174,22915,585,11
65175,14779,32,1
65176,20496,824,6
65177,8724,427,4
65178,15264,207,7
65179,2142,573,6
65180,19222,35,9
65181,13028,182,13
65182,16796,358,16
65183,16697,50,8
65184,13019,154,5
65185,3269,294,3
65186,7832,710,8
65187,5166,202,5
65188,5853,598,2
65189,23225,133,17
65190,26770,149,2
65191,25538,979,17
65192,4085,561,8
65193,17952,484,9
65194,15040,897,6
65195,15191,839,1
65196,27286,453,6
65197,17690,616,12
65198,12445,930,14
65199,12839,850,6
65200,27438,55,3
65201,27750,970,5
65202,18712,313,7
65203,3499,208,10
65204,2192,425,16
65205,1252,767,1
65206,20540,579,3
65207,7495,1019,13
65208,11751,403,12
65209,4168,126,14
65210,9202,62,1
65211,27640,332,15
65212,4468,716,9
65213,11170,312,14
65214,24566,656,7
65215,10082,307,6
65216,23580,699,4
65217,12573,108,17
65218,16530,640,14
65219,23565,491,6
65220,6130,482,15
65221,9100,989,5
65222,10433,626,2
65223,416,883,11
65224,3104,963,6
65225,10537,474,17
65226,1962,558,9
65227,21049,783,17
65228,12663,280,2
65229,13399,60,17
65230,7232,770,7
